都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,383027,2391199,5265,2,375708,2096,42
青森県,62946,266719,1742,0,61090,114,0
岩手県,38207,301894,638,0,37472,97,0
宮城県,94410,629155,1566,3,92400,200,244
秋田県,32141,63869,337,0,31732,72,0
山形県,30722,201752,742,0,29883,97,0
福島県,66860,877175,729,0,65904,227,0
茨城県,165591,1380150,1369,0,163776,446,0
栃木県,94280,778623,871,2,93132,277,0
群馬県,98382,680978,947,0,97286,322,173
埼玉県,572031,2975357,7632,3,562734,1665,0
千葉県,466332,2212869,3912,1,456924,1795,3701
東京都,1605993,7249976,27561,5,1573854,4578,0
神奈川県,783657,3152340,10145,7,771277,2235,0
新潟県,75987,691739,898,0,74998,91,0
富山県,40324,263417,1196,0,39032,96,0
石川県,60408,517354,1008,1,59179,198,23
福井県,39242,343856,817,0,38380,45,0
山梨県,34529,367347,425,0,34039,68,3
長野県,77950,774247,801,0,76918,205,26
岐阜県,109566,948316,1912,0,107029,347,278
静岡県,180152,1324735,2803,0,176287,421,641
愛知県,570492,2918468,9351,1,559043,2098,0
三重県,87861,565118,1822,1,87789,310,2060
滋賀県,95853,682109,1474,0,94158,221,0
京都府,213321,874202,3135,17,208994,748,444
大阪府,1018857,7500093,17360,3,996286,5211,0
兵庫県,445302,1647664,6277,2,436774,2251,0
奈良県,96544,543631,1305,1,94847,392,0
和歌山県,45044,181205,1022,0,43693,118,211
鳥取県,16646,428513,672,0,15749,20,205
島根県,20378,234585,2398,0,17964,16,0
岡山県,104933,624097,1210,1,102840,252,631
広島県,169466,1991329,3422,1,165549,495,0
山口県,49616,611547,1458,0,47977,181,0
徳島県,24660,230123,570,0,24005,85,0
香川県,51093,293258,736,0,50229,128,0
愛媛県,45294,392193,2136,0,43015,143,0
高知県,30905,317030,1140,1,29650,115,0
福岡県,451477,2842528,7719,0,435658,1274,6826
佐賀県,57888,297665,2083,0,52967,110,2728
長崎県,66318,439291,2591,0,63896,126,295
熊本県,112022,303684,4630,0,107087,305,0
大分県,58678,628857,1476,0,57037,165,0
宮崎県,59267,195344,2065,0,56971,147,84
鹿児島県,94505,445845,2771,1,91027,210,497
沖縄県,256797,932801,12406,8,243848,487,56
