都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,715042,3010301,25990,2,687860,2529,1337
青森県,151962,408011,6228,5,145461,273,0
岩手県,102999,442275,3474,0,99339,186,0
宮城県,248552,854655,21500,2,204624,373,22055
秋田県,93857,74027,11504,1,82144,209,0
山形県,98836,252388,6698,0,90443,181,1514
福島県,177062,1136645,7787,1,169020,255,0
茨城県,348052,1654084,20347,6,301424,645,25636
栃木県,214664,940083,8632,4,205558,474,0
群馬県,225648,876277,9830,2,215361,457,0
埼玉県,1147924,3861806,28320,15,1117284,2320,0
千葉県,913453,2807095,20584,11,878513,2479,11877
東京都,3085210,9207424,78305,26,3001187,5718,0
神奈川県,1440254,4584903,32738,26,1404588,2928,0
新潟県,221844,931891,8353,0,213343,148,0
富山県,123025,354445,6430,0,116426,169,0
石川県,154573,749021,6425,1,147852,273,23
福井県,108854,445780,2948,0,105810,96,0
山梨県,92566,511528,3293,0,89143,145,15
長野県,196746,1004801,6904,2,189135,327,380
岐阜県,282791,1264474,9329,2,271642,549,1271
静岡県,473336,1777215,16329,5,455112,727,1168
愛知県,1314429,3999862,52634,9,1258998,2797,0
三重県,241853,784998,10309,2,226621,506,4417
滋賀県,223787,933727,8472,2,215009,306,0
京都府,463448,1183335,27852,44,433023,1001,1572
大阪府,2041484,9506518,71066,38,1964103,6315,0
兵庫県,977492,2417349,25412,16,949287,2805,12
奈良県,219149,723198,47930,2,170702,517,0
和歌山県,128011,311971,3004,3,124460,238,309
鳥取県,59911,691363,9299,2,44778,68,5766
島根県,78815,353250,3341,1,75386,88,0
岡山県,262182,816883,8998,6,249098,388,3698
広島県,408608,2647378,27575,8,380310,723,0
山口県,156527,815518,4843,3,151313,371,0
徳島県,89709,283037,2709,5,86846,164,10
香川県,136396,395769,5090,3,131026,280,0
愛媛県,155469,612642,5928,2,149255,286,0
高知県,96224,477533,7273,6,88664,287,0
福岡県,1053515,3854860,38521,15,996139,1897,16958
佐賀県,152685,377021,12950,1,125171,215,14349
長崎県,205759,729648,22369,2,177499,317,5574
熊本県,319920,532642,8908,7,310403,609,0
大分県,169876,875381,3567,1,165976,333,0
宮崎県,188477,237756,5626,4,181817,342,692
鹿児島県,289902,729933,6638,2,281507,513,1244
沖縄県,493138,1167985,7236,14,484789,698,415
