"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",17626,324004,1335,12,15688,608,5
"青森県",724,13444,55,1,656,13,0
"岩手県",499,20161,19,2,453,27,0
"宮城県",3420,48574,241,8,3157,22,0
"秋田県",262,6725,42,0,217,3,0
"山形県",510,14690,61,2,436,13,0
"福島県",1737,86592,218,11,1473,46,0
"茨城県",4875,23454,608,15,4199,68,0
"栃木県",3791,107069,410,13,3332,49,0
"群馬県",3930,76929,353,13,3506,71,0
"埼玉県",25594,459924,3892,71,21337,365,0
"千葉県",22730,332434,5558,46,16994,268,90
"東京都",100790,1334722,10765,129,89108,917,0
"神奈川県",41172,504498,2783,99,37908,481,0
"新潟県",921,37118,104,2,807,10,0
"富山県",873,31259,39,2,807,27,0
"石川県",1473,41219,86,3,1339,58,10
"福井県",517,27353,65,4,432,20,0
"山梨県",901,14741,29,3,858,14,0
"長野県",2298,84306,150,1,2138,38,28
"岐阜県",4269,106625,422,11,3778,69,0
"静岡県",4629,149524,422,3,4128,79,0
"愛知県",24101,320943,2359,54,21337,405,0
"三重県",2232,46585,337,10,1866,29,0
"滋賀県",2158,57944,255,7,1870,33,0
"京都府",8510,132891,1360,15,7106,121,77
"大阪府",44111,657924,4456,172,38709,946,0
"兵庫県",16528,205268,1801,60,14314,413,0
"奈良県",3087,69966,295,4,2752,40,0
"和歌山県",1071,21677,83,10,953,15,20
"鳥取県",202,34630,25,0,172,2,3
"島根県",271,12166,23,0,248,0,0
"岡山県",2354,51686,252,10,2013,20,69
"広島県",4827,120841,295,11,4418,94,20
"山口県",1250,45815,277,0,950,23,0
"徳島県",389,22129,50,2,325,14,0
"香川県",665,37851,158,1,492,15,0
"愛媛県",996,25596,97,3,878,21,0
"高知県",851,6936,33,4,804,14,0
"福岡県",16239,374773,2163,39,13883,193,0
"佐賀県",957,24127,85,2,880,4,12
"長崎県",1530,57572,235,3,1271,31,7,"G48の関数（=O47=★当日データ★!E4"
"熊本県",3353,51545,208,21,2961,63,121
"大分県",1177,65039,152,2,1008,17,0
"宮崎県",1853,23387,173,5,1673,20,13
"鹿児島県",1632,56867,188,4,1444,19,19
"沖縄県",7631,127156,726,7,6818,92,5
