"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",11171,190249,2226,32,8637,308,0
"青森県",373,8036,59,2,308,6,0
"岩手県",302,11092,113,3,180,9,0
"宮城県",1507,21568,277,3,1218,12,0
"秋田県",94,3746,4,0,89,1,0
"山形県",253,9068,103,1,149,1,0
"福島県",611,45348,103,4,500,8,0
"茨城県",1987,17774,289,13,1670,28,0
"栃木県",870,61800,233,11,637,2,2
"群馬県",1652,42655,313,8,1273,26,40
"埼玉県",10441,261972,1779,35,8492,170,0
"千葉県",8189,190632,991,15,7100,97,1
"東京都",47225,847224,5135,70,41555,535,0
"神奈川県",15053,281819,1536,53,13292,225,0
"新潟県",400,24496,83,0,317,0,0
"富山県",474,18804,16,1,432,26,0
"石川県",910,24951,51,0,812,50,3
"福井県",332,16638,15,2,306,11,0
"山梨県",440,14073,83,0,348,9,0
"長野県",957,35844,155,4,750,6,46
"岐阜県",1498,50550,345,4,1133,20,0
"静岡県",2087,67934,639,16,1428,20,0
"愛知県",12525,152984,2131,27,10251,143,0
"三重県",1055,24205,190,5,853,12,0
"滋賀県",863,30933,67,1,785,11,0
"京都府",3076,73836,406,8,2644,40,14
"大阪府",24929,379572,4684,158,19822,407,16
"兵庫県",7228,113005,809,44,6308,111,0
"奈良県",1493,38382,259,7,1219,15,0
"和歌山県",554,14965,64,10,472,7,11
"鳥取県",67,19495,9,0,57,0,1
"島根県",166,7659,14,1,152,0,0
"岡山県",702,24136,116,3,562,11,13
"広島県",1560,43500,283,10,950,8,319
"山口県",435,22347,47,3,382,2,4
"徳島県",187,13844,6,0,174,9,2
"香川県",199,19511,47,0,149,3,0
"愛媛県",359,9723,57,2,293,8,1
"高知県",357,4671,153,1,200,4,0
"福岡県",6622,224401,649,12,5863,110,0
"佐賀県",380,11860,52,0,327,3,2
"長崎県",290,29884,32,0,265,3,10,"G48の関数（=O47=★当日データ★!E"
"熊本県",1210,27774,116,8,1030,13,51
"大分県",516,33841,158,2,355,3,0
"宮崎県",584,10923,87,1,497,3,3
"鹿児島県",823,30031,183,1,640,13,13
"沖縄県",4805,79687,369,7,4366,75,5
