都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,506483,2640191,56156,8,449068,2189,930
青森県,98885,316315,13220,0,85516,149,0
岩手県,62369,362280,8163,1,54089,117,0
宮城県,155278,728891,32589,13,120960,229,1500
秋田県,52408,68391,11636,4,40693,79,0
山形県,49372,216698,8905,0,40368,109,10
福島県,100745,975719,16356,3,84154,235,0
茨城県,240189,1477266,25519,7,214173,497,0
栃木県,146579,847272,25851,10,120409,319,0
群馬県,152255,773880,39174,3,112722,359,0
埼玉県,857519,3396055,109221,32,746550,1748,0
千葉県,694458,2475643,68353,16,566097,1937,58071
東京都,2406746,8333604,269473,39,2132506,4767,0
神奈川県,1135494,3888848,107107,76,1025988,2399,0
新潟県,130655,798721,21538,2,109022,95,0
富山県,68283,299581,12640,4,55535,108,0
石川県,94566,606081,14291,0,80045,207,23
福井県,68292,394503,11837,2,56399,56,0
山梨県,58699,429374,9121,0,49578,80,80
長野県,120243,873124,13923,0,101220,219,4881
岐阜県,174290,1081987,26133,1,146128,384,1645
静岡県,302639,1531606,45324,8,255901,494,920
愛知県,894073,3345425,132465,38,759374,2234,0
三重県,146269,644046,23872,1,124899,364,2866
滋賀県,147985,788096,24012,1,123732,241,0
京都府,329047,1019988,60609,92,263190,785,4463
大阪府,1519297,8510939,224287,71,1289524,5486,0
兵庫県,675538,1994412,84782,30,588382,2377,3
奈良県,146334,632566,32975,15,112940,419,0
和歌山県,77778,239661,10622,4,66693,154,309
鳥取県,33740,537276,7150,1,26220,27,343
島根県,49181,297444,7705,1,41426,50,0
岡山県,158454,697846,15773,7,124763,281,17637
広島県,241699,2098726,35273,9,205891,535,0
山口県,86268,683889,13338,2,72715,215,0
徳島県,41583,262411,6375,3,35152,94,38
香川県,80487,335884,11559,2,68762,166,0
愛媛県,84413,477380,15634,4,68604,175,0
高知県,51029,386929,8958,3,41941,130,0
福岡県,743936,3364237,100370,19,624724,1410,17432
佐賀県,99762,354219,13126,0,81613,146,4877
長崎県,116348,560601,25959,2,90357,159,127
熊本県,214952,406426,28289,15,186247,416,0
大分県,106415,740031,14069,1,92147,199,0
宮崎県,111011,214864,19109,6,91414,198,290
鹿児島県,171878,567182,27580,4,141893,260,2145
沖縄県,396561,1062905,36983,21,358744,520,314
