都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,76542,1377898,11293,0,63085,1484,680
青森県,8107,119059,1640,0,6428,39,0
岩手県,3993,144590,354,0,3586,53,0
宮城県,18613,299295,1460,2,16712,118,323
秋田県,2868,31662,726,0,2115,27,0
山形県,4531,125007,711,0,3764,56,0
福島県,10993,506066,1016,3,9801,176,0
茨城県,30567,42163,3851,0,26495,221,0
栃木県,20591,558760,3495,0,16975,121,0
群馬県,24286,401102,4787,2,19315,184,0
埼玉県,144277,1818795,18809,10,124405,1063,0
千葉県,124814,1354992,13718,3,106809,1038,3249
東京都,484463,4585356,74713,14,406565,3185,0
神奈川県,207483,2020239,26016,18,180137,1330,0
新潟県,13387,379659,3437,1,9887,63,0
富山県,5762,145247,664,0,5046,52,0
石川県,10267,231852,1872,0,8234,140,21
福井県,4486,149902,720,1,3728,38,0
山梨県,6954,151221,1185,0,5745,29,5
長野県,14291,423497,2432,0,10637,97,1125
岐阜県,25041,528480,3519,0,20484,221,817
静岡県,37318,809325,8303,2,28195,210,610
愛知県,135139,1621682,22570,3,111396,1173,0
三重県,18810,288826,2725,1,16323,169,407
滋賀県,18490,325413,4333,0,14052,105,0
京都府,51734,529334,10319,42,39499,294,1622
大阪府,276098,4662737,55732,277,217277,3089,0
兵庫県,102362,959031,16740,5,84218,1405,1
奈良県,21243,321833,3672,10,17418,153,0
和歌山県,8393,81636,2366,7,5843,64,120
鳥取県,2576,197967,699,0,1840,5,32
島根県,3693,75360,1394,1,2293,6,0
岡山県,21082,343602,1689,0,15815,136,3442
広島県,40787,1134668,15392,5,25178,217,0
山口県,10926,256718,2956,2,7875,95,0
徳島県,3999,127479,517,0,3418,67,3
香川県,6512,160633,1448,0,5025,39,0
愛媛県,8635,200547,2158,3,6393,84,0
高知県,5029,124752,669,4,4326,34,0
福岡県,100450,1605997,19157,2,77272,634,3387
佐賀県,9017,142336,1831,0,6782,32,372
長崎県,10885,227095,3957,2,6863,74,9
熊本県,22366,145194,3419,3,18808,139,0
大分県,11245,341665,2245,0,8916,84,0
宮崎県,9051,86968,2574,0,6416,41,20
鹿児島県,13263,201559,2268,0,10402,68,525
沖縄県,77102,516943,10146,47,66528,399,29
