"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",11930,207002,1938,35,9673,371,52
"青森県",390,8573,40,2,344,6,0
"岩手県",327,12829,117,3,196,14,0
"宮城県",1682,23163,359,4,1311,12,0
"秋田県",94,3878,4,0,89,1,0
"山形県",302,9487,108,2,192,2,0
"福島県",682,48583,138,5,534,10,0
"茨城県",2098,18137,270,11,1794,34,0
"栃木県",968,64646,242,11,726,3,3
"群馬県",1867,46260,404,6,1434,29,0
"埼玉県",11290,280300,1986,39,9127,177,0
"千葉県",8808,201920,1145,15,7559,104,0
"東京都",50154,894214,5442,66,44151,561,0
"神奈川県",16298,311376,1880,51,14188,230,0
"新潟県",428,25524,75,0,353,3,3
"富山県",484,19756,21,1,437,26,0
"石川県",947,26524,72,0,828,50,3
"福井県",337,17343,14,2,312,11,0
"山梨県",467,14278,35,1,422,10,0
"長野県",1023,40462,138,7,851,9,25
"岐阜県",1682,55191,384,4,1276,22,0
"静岡県",2322,74303,612,11,1683,27,0
"愛知県",13519,170726,2237,36,11130,152,0
"三重県",1122,26913,176,5,931,15,0
"滋賀県",903,32908,72,1,820,11,0
"京都府",3559,79776,609,8,2922,43,15
"大阪府",26476,405158,3850,156,22146,464,16
"兵庫県",7846,120191,826,45,6892,128,0
"奈良県",1600,41712,222,9,1363,15,0
"和歌山県",572,15614,44,6,510,7,11
"鳥取県",68,20998,8,1,59,0,1
"島根県",178,8556,15,1,163,0,0
"岡山県",911,27231,204,3,642,12,53
"広島県",2026,56843,279,10,1117,12,618
"山口県",453,24734,50,5,397,2,4
"徳島県",188,14157,3,0,176,9,0
"香川県",206,20313,38,0,165,3,0
"愛媛県",374,10835,53,2,312,9,0
"高知県",465,5176,166,0,294,5,0
"福岡県",6998,236143,841,13,6046,111,0
"佐賀県",405,13004,48,0,359,3,5
"長崎県",352,31987,65,2,277,3,7,"G48の関数（=O47=★当日データ★!E49"
"熊本県",1353,29145,161,5,1085,13,94
"大分県",559,36605,117,5,438,4,0
"宮崎県",647,11569,78,2,569,4,4
"鹿児島県",868,33826,157,1,711,13,13
"沖縄県",4926,82311,321,6,4533,77,5
