都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,488182,2615662,51319,8,432160,2174,2529
青森県,95206,311285,13260,0,81798,148,0
岩手県,59468,357431,8421,0,50934,113,0
宮城県,148295,723939,30902,9,114082,218,3093
秋田県,50155,68387,11415,2,38661,79,0
山形県,46708,216698,8688,0,37924,106,10
福島県,95748,967258,15949,3,79567,232,0
茨城県,228217,1477266,23496,9,204226,495,0
栃木県,140790,838958,25143,10,115330,317,0
群馬県,145968,768546,35000,2,110612,356,0
埼玉県,822803,3363079,112084,30,708999,1720,0
千葉県,668237,2475643,68353,16,566097,1910,31877
東京都,2331579,8255885,290316,38,2036534,4729,0
神奈川県,1096212,3867584,107840,57,986014,2358,0
新潟県,122132,788927,20528,2,101509,95,0
富山県,65238,297211,13940,5,51191,107,0
石川県,90013,598542,13532,1,76254,204,23
福井県,64489,389857,11492,1,52942,55,0
山梨県,54896,429374,8092,0,46789,78,63
長野県,115332,866921,12859,0,98094,219,4160
岐阜県,166509,1076032,26958,0,136021,379,3151
静岡県,289167,1517829,43457,7,240310,474,4926
愛知県,850307,3302506,129981,34,718125,2201,0
三重県,138973,644046,22479,2,118864,349,2719
滋賀県,141034,777543,23717,1,117082,235,0
京都府,315222,980130,58692,104,241801,780,13949
大阪府,1470277,8422137,225855,74,1238988,5434,0
兵庫県,642161,1950664,82447,33,557370,2354,10
奈良県,139673,624992,28846,15,110410,417,0
和歌山県,73125,232687,8507,6,64162,147,309
鳥取県,31381,530223,6347,1,24723,24,287
島根県,47061,297444,8409,2,38605,47,0
岡山県,150398,697846,15773,7,124763,274,9588
広島県,227241,2098726,27593,7,199121,527,0
山口県,81456,683889,13156,3,68094,206,0
徳島県,38882,259800,5513,5,33297,94,22
香川県,76368,331564,10885,3,65326,157,0
愛媛県,79757,472391,15178,2,64414,165,0
高知県,48257,370021,8167,4,39965,125,0
福岡県,712078,3317030,98969,16,591210,1393,20506
佐賀県,95825,349845,13189,1,77132,143,5361
長崎県,109496,550150,21951,3,87510,154,119
熊本県,205812,406426,30445,10,174968,399,0
大分県,101584,735693,14502,1,86886,196,0
宮崎県,104561,212129,18775,7,85383,184,219
鹿児島県,163254,556885,27914,2,131753,253,3334
沖縄県,384610,1055142,40829,24,343072,516,193
