都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60608,1132693,208,1,58906,1469,25
青森県,5870,90961,146,1,5686,38,0
岩手県,3486,123725,1,0,3432,53,0
宮城県,16253,243819,22,1,16113,118,0
秋田県,1894,26739,6,0,1861,27,0
山形県,3532,100029,19,0,3457,56,0
福島県,9478,417035,16,2,9287,175,0
茨城県,24356,40366,91,8,24048,217,0
栃木県,15418,488751,63,2,15239,116,0
群馬県,16697,301432,53,3,16469,175,0
埼玉県,115438,1479133,328,25,114085,1025,0
千葉県,100186,1092105,262,13,98891,1016,17
東京都,377199,3718177,923,35,373187,3089,0
神奈川県,168692,1624122,432,18,166965,1295,0
新潟県,7971,290630,33,1,7877,61,0
富山県,4850,116672,29,1,4770,51,0
石川県,7934,197499,33,0,7750,129,22
福井県,3099,117923,22,0,3040,37,0
山梨県,5144,116608,8,0,5108,29,1
長野県,8831,322195,38,0,8752,96,55
岐阜県,19018,416733,138,3,18874,217,211
静岡県,26714,630210,33,0,26401,209,71
愛知県,106059,1330052,398,6,104509,1152,0
三重県,14744,267510,83,1,14821,163,323
滋賀県,12351,260315,42,1,12207,102,0
京都府,35794,428201,136,6,35362,290,6
大阪府,201755,3577698,1132,146,196030,3023,1570
兵庫県,78127,761078,365,12,76370,1392,0
奈良県,15820,253223,99,2,15572,149,0
和歌山県,5284,65750,7,1,5111,62,104
鳥取県,1659,149655,7,0,1622,5,25
島根県,1661,55806,30,0,1626,5,0
岡山県,15222,268198,66,2,15000,136,20
広島県,21934,905700,149,2,21586,199,0
山口県,5687,189336,61,0,5534,92,0
徳島県,3283,105433,9,0,3209,65,0
香川県,4696,130942,7,0,4651,38,0
愛媛県,5313,155526,81,1,5150,82,0
高知県,4135,99174,19,1,4084,32,0
福岡県,74306,1272447,343,12,73330,619,14
佐賀県,5809,105617,21,0,5808,30,50
長崎県,6076,182312,48,0,5955,73,0
熊本県,14355,123612,35,2,14184,136,0
大分県,8180,269224,25,0,8071,84,0
宮崎県,6150,72948,12,0,6079,41,18
鹿児島県,9096,169287,25,0,9072,65,66
沖縄県,50043,400252,245,3,49404,362,32
