"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",42456,821748,828,9,40179,1418,31
"青森県",2579,53829,40,0,2508,31,0
"岩手県",1859,91033,98,1,1714,47,0
"宮城県",9560,166356,293,3,9172,91,4
"秋田県",974,16725,49,1,905,20,0
"山形県",2084,69804,48,0,1989,47,0
"福島県",5198,298595,164,5,4873,161,0
"茨城県",11144,34345,367,4,10611,166,0
"栃木県",7420,318049,215,11,7122,83,0
"群馬県",8154,205098,76,0,7924,154,0
"埼玉県",49881,1029074,2622,32,46417,842,0
"千葉県",43808,743129,1955,18,41128,725,0
"東京都",189843,2684460,8881,60,178692,2270,0
"神奈川県",73525,1109327,3372,40,69177,976,0
"新潟県",3585,183383,117,1,3414,54,0
"富山県",2087,78248,37,2,2012,38,0
"石川県",4237,129941,249,1,3869,115,4
"福井県",1421,74131,57,0,1328,36,0
"山梨県",2187,65656,43,0,2123,21,0
"長野県",5092,217393,34,1,5037,94,73
"岐阜県",9568,283962,85,3,9296,187,0
"静岡県",9846,432619,335,5,9358,153,0
"愛知県",52113,884015,772,11,50345,996,0
"三重県",5473,152748,165,3,5334,113,139
"滋賀県",5699,162117,101,2,5508,90,0
"京都府",17098,298650,303,5,16517,249,29
"大阪府",106970,2333948,2528,110,100894,2708,840
"兵庫県",41818,535506,600,14,39907,1311,0
"奈良県",8614,179396,182,1,8300,132,0
"和歌山県",2748,42969,39,0,2601,49,59
"鳥取県",585,89555,85,0,476,2,22
"島根県",591,32936,28,0,561,2,0
"岡山県",7700,174589,39,1,7472,127,62
"広島県",11672,570271,96,4,11384,178,14
"山口県",3193,126574,32,1,3081,80,0
"徳島県",1705,68578,39,0,1603,63,0
"香川県",2132,90504,21,0,2085,31,5
"愛媛県",2796,100861,42,3,2679,75,0
"高知県",1960,60450,69,1,1862,29,0
"福岡県",36431,878022,633,9,35226,528,44
"佐賀県",2605,60501,27,0,2582,24,28
"長崎県",3282,131480,63,0,3152,69,2
"熊本県",6533,82923,47,2,6366,120,0
"大分県",3530,178180,31,0,3435,64,0
"宮崎県",3127,44978,19,0,3070,27,11
"鹿児島県",3778,115077,53,0,3723,39,37
"沖縄県",21847,269007,633,42,20987,220,7
