"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",3205,83712,492,6,2603,110,0
"青森県",244,5157,89,3,151,4,0
"岩手県",27,5339,2,0,25,0,0
"宮城県",742,14294,187,3,553,2,0
"秋田県",64,2503,3,0,60,0,1
"山形県",86,6231,5,0,80,1,0
"福島県",389,29518,23,4,360,6,0
"茨城県",773,13982,34,0,721,18,0
"栃木県",490,42416,24,0,466,1,1
"群馬県",902,29473,60,5,823,19,0
"埼玉県",5915,187511,379,10,5429,107,0
"千葉県",5079,128000,348,8,4650,81,0
"東京都",31293,604642,1732,32,29102,459,0
"神奈川県",8799,203062,545,24,8083,171,0
"新潟県",184,17915,5,0,179,0,0
"富山県",423,14541,1,0,396,26,0
"石川県",812,17426,18,0,745,49,0
"福井県",257,11100,1,1,245,11,0
"山梨県",216,11769,14,0,196,6,0
"長野県",344,23290,10,0,333,6,5
"岐阜県",693,26990,35,1,647,11,0
"静岡県",661,43590,71,0,588,2,0
"愛知県",6275,100228,519,9,5660,96,0
"三重県",568,15683,19,3,542,7,0
"滋賀県",557,14505,22,0,526,9,0
"京都府",2061,52973,103,2,1928,30,0
"大阪府",12876,237923,977,26,11636,244,19
"兵庫県",3265,69217,179,14,3023,63,0
"奈良県",664,24985,43,0,611,10,0
"和歌山県",277,10448,6,2,262,4,5
"鳥取県",38,5775,3,0,35,0,0
"島根県",141,6281,0,0,141,0,0
"岡山県",291,11198,54,0,172,4,61
"広島県",662,27820,14,0,643,5,0
"山口県",213,11931,4,0,207,2,0
"徳島県",164,7495,0,0,155,9,0
"香川県",101,13601,4,0,95,2,0
"愛媛県",116,4392,0,0,110,6,0
"高知県",144,3650,2,0,138,4,0
"福岡県",5236,165588,76,3,5057,103,0
"佐賀県",256,7117,2,0,256,0,2
"長崎県",244,22786,0,0,241,3,0,"G48の関数（=O47=★当日データ★!E49"
"熊本県",808,19632,41,1,748,8,11
"大分県",159,20997,0,0,156,3,0
"宮崎県",367,8799,0,0,367,1,1
"鹿児島県",475,22533,12,0,463,13,13
"沖縄県",3373,58991,311,6,3004,63,5
