"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1102,14931,183,11,831,88,0
"青森県",27,875,0,0,26,1,0
"岩手県",0,699,0,0,0,0,0
"宮城県",88,3012,0,0,87,1,0
"秋田県",16,940,0,0,16,0,0
"山形県",69,2422,3,1,66,0,0
"福島県",81,4765,5,0,76,0,0
"茨城県",168,4746,3,0,155,10,0
"栃木県",66,4438,10,0,57,0,0
"群馬県",149,3796,8,1,122,19,0
"埼玉県",1005,22634,43,4,912,50,0
"千葉県",907,15076,24,4,838,45,0
"東京都",5323,15498,368,27,4648,307,0
"神奈川県",1381,10210,143,17,1151,87,0
"新潟県",83,4291,1,0,81,0,1
"富山県",227,3454,9,0,196,22,0
"石川県",298,2758,39,2,233,26,0
"福井県",122,2756,2,1,112,8,0
"山梨県",65,4202,4,0,60,1,0
"長野県",76,2801,5,0,71,"-",0
"岐阜県",151,3766,3,1,141,7,0
"静岡県",76,3566,2,0,73,1,0
"愛知県",509,10284,10,0,460,34,5
"三重県",45,2552,0,0,44,1,0
"滋賀県",100,1911,5,1,94,1,0
"京都府",358,8354,10,0,331,17,0
"大阪府",1783,32063,85,15,1610,84,4
"兵庫県",699,11368,16,4,641,42,0
"奈良県",92,2898,1,0,89,2,0
"和歌山県",63,3743,0,0,60,3,0
"鳥取県",3,1363,0,0,3,0,0
"島根県",24,1142,1,1,23,0,0
"岡山県",25,1738,0,"-",25,"-",0
"広島県",167,7104,2,0,162,3,0
"山口県",37,1794,1,1,36,0,0
"徳島県",5,761,0,0,4,1,0
"香川県",28,2245,0,0,28,0,0
"愛媛県",82,2373,23,1,55,4,0
"高知県",74,1818,0,0,71,3,0
"福岡県",786,13523,127,5,632,27,0
"佐賀県",47,1449,0,0,45,0,2
"長崎県",17,2844,0,0,16,1,0
"熊本県",48,3974,1,0,44,3,0
"大分県",60,4127,1,0,58,1,0
"宮崎県",17,1407,0,0,17,0,0
"鹿児島県",10,1964,0,0,10,0,0
"沖縄県",142,2895,2,1,137,7,0
