都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1803,45519,121,2,1578,104,0
青森県,35,2087,2,0,32,1,0
岩手県,22,3281,12,0,10,0,0
宮城県,214,8023,22,0,190,2,0
秋田県,50,1808,4,0,45,0,1
山形県,78,3122,2,1,76,1,1
福島県,172,15380,56,1,116,0,0
茨城県,559,10980,60,3,485,14,0
栃木県,307,23048,22,3,288,1,4
群馬県,463,15070,75,0,357,19,12
埼玉県,4055,112930,531,11,3434,90,0
千葉県,3125,57427,350,10,2712,63,0
東京都,21339,339844,2487,27,18487,365,0
神奈川県,5177,120358,585,21,4468,124,0
新潟県,145,12999,8,0,137,0,0
富山県,400,9802,68,0,318,25,11
石川県,677,8928,136,2,507,34,0
福井県,238,8457,68,3,160,8,2
山梨県,173,9651,12,1,157,4,0
長野県,280,15156,78,1,206,1,5
岐阜県,563,18548,26,2,527,10,0
静岡県,485,26523,37,2,447,1,0
愛知県,4586,56018,650,18,3865,71,0
三重県,383,10081,47,3,334,2,0
滋賀県,458,9475,70,5,381,7,0
京都府,1493,32485,151,1,1317,25,0
大阪府,8826,140261,956,51,7706,157,7
兵庫県,2308,45700,145,11,211,53,0
奈良県,526,15262,38,4,481,7,0
和歌山県,231,8699,3,0,221,4,3
鳥取県,22,4574,0,0,22,0,0
島根県,137,4936,1,0,136,0,0
岡山県,146,7049,4,-,141,-,1
広島県,459,18083,14,0,442,3,0
山口県,178,7077,75,0,103,0,0
徳島県,141,6107,63,2,70,4,4
香川県,82,8521,10,0,71,1,0
愛媛県,114,3847,1,0,107,6,0
高知県,130,3159,18,1,109,3,0
福岡県,4685,41767,802,15,3819,64,0
佐賀県,239,5212,17,0,223,0,1
長崎県,234,15149,16,0,200,3,15
熊本県,534,11756,62,0,450,7,15
大分県,151,13012,14,0,135,2,0
宮崎県,338,8147,23,0,315,1,1
鹿児島県,268,16129,60,1,302,11,5
沖縄県,2172,25883,371,12,1774,31,0
