"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",15943,282589,1720,10,13695,540,12
"青森県",644,12007,94,2,542,8,0
"岩手県",471,17000,67,1,379,25,0
"宮城県",2967,44081,594,7,2353,20,0
"秋田県",216,5776,51,0,164,1,0
"山形県",443,11708,34,3,396,13,0
"福島県",1469,71316,355,7,1081,33,0
"茨城県",3875,21272,919,12,2911,45,0
"栃木県",3246,89126,1376,21,1870,19,19
"群馬県",3327,64692,596,11,2634,60,37
"埼玉県",21113,385031,6477,79,14361,275,0
"千葉県",17681,270107,6139,41,11368,174,0
"東京都",86674,1181020,20777,143,65169,728,0
"神奈川県",34142,412964,6441,111,27345,356,0
"新潟県",767,33115,155,1,612,5,5
"富山県",802,27248,148,3,627,27,0
"石川県",1337,35927,184,8,1120,54,21
"福井県",456,23124,69,4,373,13,1
"山梨県",847,14741,156,5,680,11,0
"長野県",2014,65212,460,3,1536,21,3
"岐阜県",3553,87355,640,19,2858,55,0
"静岡県",3912,121391,916,5,2931,65,0
"愛知県",21269,267095,3546,58,17400,323,0
"三重県",1800,35367,347,7,1430,23,0
"滋賀県",1771,47875,397,16,1355,19,0
"京都府",6463,111064,1429,18,5013,78,57
"大阪府",38526,550329,6472,187,31302,752,0
"兵庫県",13809,172297,2048,75,11454,307,0
"奈良県",2649,59609,416,14,2202,31,0
"和歌山県",885,19270,126,11,737,11,11
"鳥取県",177,29861,45,2,126,2,4
"島根県",235,10827,16,0,219,0,0
"岡山県",2102,35898,479,17,1434,16,173
"広島県",4396,107047,527,14,3708,70,91
"山口県",921,35818,273,2,740,5,97
"徳島県",297,17920,76,0,211,10,0
"香川県",538,32266,193,2,340,5,0
"愛媛県",827,19124,240,3,573,14,0
"高知県",779,6404,52,4,714,13,0
"福岡県",13420,319027,3811,29,9470,139,0
"佐賀県",793,19242,231,2,573,4,15
"長崎県",1246,49331,270,6,843,16,117,"G48の関数（=O47=★当日データ★!E4"
"熊本県",2939,46061,281,18,2034,38,586
"大分県",933,53982,142,5,780,11,0
"宮崎県",1570,19717,433,7,1130,11,4
"鹿児島県",1371,48894,222,1,1125,15,9
"沖縄県",6467,102189,689,7,5697,86,5
