都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,244950,1922733,19894,7,223251,1952,147
青森県,40680,204975,4766,0,35824,90,0
岩手県,21494,227044,3284,1,18130,80,0
宮城県,64187,478253,6030,3,57657,177,323
秋田県,19363,53437,2958,3,16356,49,0
山形県,19433,177317,2010,1,17342,81,0
福島県,41896,699604,5525,3,36171,200,0
茨城県,127595,44951,8058,4,119143,394,0
栃木県,69371,687044,6302,3,62815,254,0
群馬県,75274,560791,4363,0,70838,297,224
埼玉県,466434,2529370,28184,15,436839,1411,0
千葉県,386364,1861841,21959,9,360797,1685,1923
東京都,1326924,6141221,105718,29,1216972,4234,0
神奈川県,643645,2180686,32038,18,609531,2076,0
新潟県,50226,544760,5464,1,44671,91,0
富山県,29748,217688,2244,3,27417,87,0
石川県,37660,361705,3006,1,34445,186,23
福井県,23380,272223,1192,1,22143,45,0
山梨県,25660,253702,1721,1,23883,64,8
長野県,50672,604518,5074,0,44627,168,803
岐阜県,74727,752950,4723,0,69287,320,397
静岡県,131497,1066008,7897,2,123593,388,381
愛知県,438540,2384355,23079,17,413472,1989,0
三重県,61972,439857,5113,1,58154,275,1570
滋賀県,73789,537198,4123,0,69466,200,0
京都府,165042,740122,8726,8,155097,681,538
大阪府,834267,6356585,39506,274,789913,4819,29
兵庫県,352817,1396077,15438,10,335242,2140,3
奈良県,78701,459756,8779,7,69568,354,0
和歌山県,31083,143019,1507,0,29289,110,177
鳥取県,10125,316409,735,0,9260,14,116
島根県,10794,148690,1262,0,9521,11,0
岡山県,68662,493254,3679,2,61607,225,3151
広島県,107352,1571842,10942,5,95957,453,0
山口県,32542,495987,2546,1,29829,167,0
徳島県,17171,183993,780,2,16318,79,6
香川県,32844,234258,2416,2,30314,114,0
愛媛県,27852,305395,2438,4,25281,133,0
高知県,18549,229933,1332,2,17116,101,0
福岡県,327560,2315359,33386,10,286833,1157,6184
佐賀県,36040,226945,3092,0,30374,92,2482
長崎県,36280,316913,3670,0,34139,117,1646
熊本県,70802,239624,5840,5,64686,276,0
大分県,36683,498310,3239,2,33299,145,0
宮崎県,30840,161350,4641,1,26154,120,75
鹿児島県,51092,325696,5762,0,44781,171,378
沖縄県,134770,687429,9646,9,124689,441,6
