都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,374078,2334373,8315,1,363846,2083,166
青森県,59645,257949,1390,0,58148,107,0
岩手県,37056,292060,1311,0,35649,96,0
宮城県,91290,610710,2107,0,88769,198,216
秋田県,31642,63372,779,0,30793,70,0
山形県,29663,198643,703,0,28864,96,0
福島県,65459,855961,1027,0,64209,223,0
茨城県,162380,1380150,1269,1,160670,441,0
栃木県,92890,765388,1062,1,91554,274,0
群馬県,96835,665097,1234,0,95280,321,0
埼玉県,560796,2908825,4820,1,554326,1650,0
千葉県,457307,2161502,3039,1,450981,1787,1500
東京都,1570038,7070701,17037,0,1548448,4553,0
神奈川県,767822,3033508,5857,4,759746,2219,0
新潟県,74250,675558,924,0,73235,91,0
富山県,38948,257642,1158,0,37696,94,0
石川県,58615,486736,1299,0,57096,197,23
福井県,37550,336594,881,0,36624,45,0
山梨県,33794,353833,462,0,33266,68,2
長野県,76237,754197,1052,0,74961,203,21
岐阜県,106463,922318,2141,0,103743,343,236
静岡県,175937,1290246,2480,0,172872,420,165
愛知県,556562,2848622,8306,3,546166,2090,0
三重県,85018,545809,1172,1,85556,306,2016
滋賀県,93413,662445,1411,0,91781,221,0
京都府,208461,855472,2710,1,204705,732,314
大阪府,996220,7308295,12559,7,978560,5101,0
兵庫県,435337,1606838,5184,4,427911,2243,1
奈良県,94778,531810,1223,0,93165,390,0
和歌山県,43406,176994,444,0,42634,118,210
鳥取県,15748,414406,263,0,15264,20,201
島根県,17548,224574,277,0,17255,16,0
岡山県,102376,597565,1702,1,99972,250,452
広島県,164356,1951967,4207,0,159655,494,0
山口県,47458,596201,1227,0,46053,178,0
徳島県,23550,222658,681,0,22785,85,1
香川県,49915,285769,696,0,49091,128,0
愛媛県,42234,378410,1227,2,40867,140,0
高知県,29307,304291,1014,0,28179,114,0
福岡県,438655,2766714,6296,0,424902,1265,6192
佐賀県,54549,287955,1166,0,50810,106,2467
長崎県,62782,413285,2217,0,60444,124,3
熊本県,104422,290797,3060,2,101062,300,0
大分県,56529,609536,902,0,55463,164,0
宮崎県,56234,193592,1368,1,54647,144,75
鹿児島県,89205,432729,2801,1,85857,207,340
沖縄県,236589,895588,10669,7,225359,480,81
