都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,724866,3037439,19560,1,704196,2553,1443
青森県,153812,412271,4558,4,148972,282,0
岩手県,104856,447163,2398,0,102268,190,0
宮城県,252614,881837,21524,8,204624,379,26087
秋田県,96353,74586,9212,2,86924,217,0
山形県,101452,282555,6696,1,90443,188,4125
福島県,180802,1146455,5416,1,175126,260,0
茨城県,353031,1654084,20159,6,301424,661,30787
栃木県,218379,944187,6216,3,211679,484,0
群馬県,229919,884350,8411,2,221046,462,0
埼玉県,1163386,3894019,17792,16,1143253,2341,0
千葉県,926302,2843675,16849,7,904076,2515,2862
東京都,3116227,9270241,61574,21,3048900,5753,0
神奈川県,1458322,4630675,27344,35,1428037,2941,0
新潟県,225879,939185,6442,0,219286,151,0
富山県,125198,357651,4601,0,120426,171,0
石川県,156931,757774,4421,0,152210,277,23
福井県,110887,450974,2129,0,108662,96,0
山梨県,93602,511528,2101,0,91360,149,8
長野県,200855,1012588,4874,1,195102,334,545
岐阜県,287422,1277146,5779,0,279420,574,1649
静岡県,481049,1793194,10180,5,468406,736,1727
愛知県,1332157,4046299,37732,10,1291602,2823,0
三重県,246002,805760,10261,2,226621,514,8606
滋賀県,227843,943668,6211,1,221323,309,0
京都府,468962,1191950,19325,35,447565,1026,1046
大阪府,2063524,9580298,53620,37,2003528,6376,0
兵庫県,989163,2438512,16883,11,969451,2834,5
奈良県,221984,729449,36735,3,184730,519,0
和歌山県,130120,315783,2238,2,127327,246,309
鳥取県,61020,700068,9258,1,44778,71,6913
島根県,80326,353250,2717,1,77517,92,0
岡山県,266099,816883,8998,6,249098,399,7604
広島県,417080,2686976,20488,6,395856,736,0
山口県,159281,827032,3510,2,155393,378,0
徳島県,90968,287413,1635,4,89174,168,9
香川県,139047,398660,3893,2,134870,284,0
愛媛県,158401,615657,4530,2,153584,287,0
高知県,97882,487995,5829,5,91760,293,0
福岡県,1065159,3889299,27870,8,1017421,1916,17952
佐賀県,154705,377021,12889,0,125171,218,16427
長崎県,208621,739231,22032,2,177499,321,8769
熊本県,324311,532642,8711,7,314982,618,0
大分県,172533,881388,2899,4,169292,342,0
宮崎県,191514,238396,4110,1,186348,353,703
鹿児島県,294047,735822,4914,3,286186,526,2421
沖縄県,495726,1173457,4468,8,490272,700,286
