"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",13685,242370,1691,20,11521,472,1
"青森県",506,10014,103,2,395,8,0
"岩手県",394,14494,63,4,307,24,0
"宮城県",2232,24910,401,3,1815,16,0
"秋田県",146,4565,35,0,110,1,0
"山形県",397,10193,71,6,317,9,0
"福島県",983,58511,218,5,744,21,0
"茨城県",2560,18572,321,6,2201,38,0
"栃木県",1662,73728,590,10,1072,6,6
"群馬県",2412,52671,351,10,2015,46,0
"埼玉県",14937,322873,3142,61,11580,215,0
"千葉県",11683,227912,2543,17,9016,124,0
"東京都",62590,996675,10301,101,51657,632,0
"神奈川県",22480,342311,3496,74,18701,283,0
"新潟県",565,28372,120,1,445,3,3
"富山県",572,21742,55,2,491,26,0
"石川県",1105,30157,140,7,927,51,13
"福井県",359,19660,19,0,327,12,1
"山梨県",568,14525,75,3,482,11,0
"長野県",1242,48235,182,3,1057,16,13
"岐阜県",2442,66112,553,11,1851,38,0
"静岡県",2788,94030,526,7,2221,41,0
"愛知県",16905,199918,2555,40,14129,221,0
"三重県",1324,30675,167,6,1138,19,0
"滋賀県",1260,38138,261,5,986,13,0
"京都府",4803,95241,962,14,3829,53,41
"大阪府",30772,472962,3834,169,26337,601,0
"兵庫県",10236,142967,1171,51,8844,221,0
"奈良県",2108,47698,387,11,1696,25,0
"和歌山県",652,16669,64,4,570,7,11
"鳥取県",123,24313,49,1,72,0,2
"島根県",214,9344,27,2,187,0,0
"岡山県",1440,31723,384,8,762,13,281
"広島県",3466,75233,699,18,2364,41,362
"山口県",597,26760,114,3,476,3,4
"徳島県",199,15373,6,0,184,9,0
"香川県",311,24487,83,1,225,3,0
"愛媛県",484,13766,92,3,379,13,0
"高知県",687,5995,96,6,582,9,0
"福岡県",8774,268262,1573,16,7272,119,190
"佐賀県",477,15063,52,1,428,3,6
"長崎県",703,40149,234,2,311,5,153,"G48の関数（=O47=★当日データ★!E49）"
"熊本県",1947,37210,205,8,1539,21,182
"大分県",720,43455,126,4,588,6,0
"宮崎県",759,12454,91,0,668,5,5
"鹿児島県",1033,40094,128,2,905,14,14
"沖縄県",5451,90347,373,3,5002,81,5
