"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",24676,536104,1763,23,21795,867,251
"青森県",1620,33457,279,3,1318,23,0
"岩手県",970,56703,158,2,780,32,0
"宮城県",8118,120706,424,10,7606,69,19
"秋田県",492,10180,102,0,381,9,0
"山形県",1530,47759,171,3,1326,33,0
"福島県",3464,188741,374,12,2966,124,0
"茨城県",8271,29913,548,19,7588,135,0
"栃木県",5401,216506,239,3,5091,71,0
"群馬県",6014,137279,521,4,5550,104,161
"埼玉県",38327,760912,2448,39,35134,745,0
"千葉県",33486,548645,1377,18,31485,624,0
"東京都",141005,2024859,7009,63,132098,1898,0
"神奈川県",54057,805963,1895,50,51341,821,0
"新潟県",2337,109122,361,1,1951,25,0
"富山県",1350,51908,157,7,1164,29,0
"石川県",2520,71026,327,14,2118,73,2
"福井県",898,48433,116,1,749,33,0
"山梨県",1193,35312,98,1,1076,19,0
"長野県",3919,147408,314,5,3589,68,52
"岐阜県",6035,190069,516,4,5387,132,0
"静岡県",6541,293084,348,2,6072,121,0
"愛知県",33833,557541,3251,37,29951,631,0
"三重県",3863,98154,600,12,3276,87,100
"滋賀県",3818,106967,539,10,3218,61,0
"京都府",12387,213779,1411,23,10829,186,39
"大阪府",83504,1452935,20146,425,61076,1513,769
"兵庫県",32043,384042,4838,95,26514,690,1
"奈良県",6366,125853,1025,27,5264,77,0
"和歌山県",2221,34484,306,54,1851,29,35
"鳥取県",374,61944,51,0,316,2,5
"島根県",356,19437,42,1,314,0,0
"岡山県",4136,95544,576,15,3157,40,363
"広島県",6079,261403,433,7,5478,110,58
"山口県",1889,82172,270,6,1573,46,0
"徳島県",1339,44163,330,6,965,44,0
"香川県",1311,62603,201,2,1094,22,6
"愛媛県",2381,62334,352,11,1984,45,0
"高知県",1067,8133,92,2,955,20,0
"福岡県",23778,610763,3123,34,20301,354,0
"佐賀県",1604,38623,220,2,1387,13,16
"長崎県",2141,92645,331,6,1779,41,10
"熊本県",4210,65190,477,14,3654,79,0
"大分県",1950,112690,499,2,1425,26,0
"宮崎県",2246,30480,173,0,2043,22,8
"鹿児島県",2225,81722,184,1,1999,28,14
"沖縄県",12625,191970,1141,8,11353,137,6
