"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",44140,852375,1417,6,41149,1424,150
"青森県",2676,56147,86,0,2559,31,0
"岩手県",1981,93474,121,0,1813,47,0
"宮城県",9841,171673,228,3,9489,91,33
"秋田県",1013,17280,34,1,959,20,0
"山形県",2126,70944,45,0,2034,47,0
"福島県",5672,310341,465,10,5045,162,0
"茨城県",12289,34777,1000,5,11122,167,0
"栃木県",8154,326662,693,10,7376,85,0
"群馬県",8656,214049,433,2,8068,155,0
"埼玉県",55907,1080198,6680,51,48379,848,0
"千葉県",48386,777754,3857,30,43795,734,0
"東京都",213910,2801901,20817,88,190803,2290,0
"神奈川県",81769,1161454,6481,77,74303,985,0
"新潟県",3959,194803,324,1,3581,54,0
"富山県",2260,81846,151,2,2071,38,0
"石川県",5015,136178,742,3,4148,118,7
"福井県",1577,78892,152,0,1389,36,0
"山梨県",2353,72269,147,0,2185,21,0
"長野県",5253,225305,147,0,5086,94,74
"岐阜県",9762,294429,175,2,9399,188,0
"静岡県",10707,450893,908,4,9643,156,0
"愛知県",53493,916619,1436,7,51049,1008,0
"三重県",5719,159799,227,5,5520,114,142
"滋賀県",5978,169520,263,2,5622,93,0
"京都府",18132,310237,765,11,16951,249,167
"大阪府",113095,2451384,5680,223,103759,2721,935
"兵庫県",43394,553475,1348,23,40730,1316,0
"奈良県",8994,186050,342,4,8519,133,0
"和歌山県",2937,44480,159,8,2664,49,65
"鳥取県",758,97347,136,1,530,2,90
"島根県",713,36029,89,1,622,2,0
"岡山県",8120,183050,245,3,7612,127,136
"広島県",12030,587777,245,6,11550,179,56
"山口県",3280,130605,91,0,3109,80,0
"徳島県",1778,72032,68,1,1647,63,0
"香川県",2230,93623,90,0,2112,32,4
"愛媛県",2906,105080,107,3,2722,77,0
"高知県",2073,62358,101,6,1943,29,0
"福岡県",38866,915462,1929,11,35927,532,478
"佐賀県",2724,63564,73,0,2625,24,2
"長崎県",3444,136264,152,0,3224,69,1
"熊本県",6914,84989,332,0,6461,121,0
"大分県",3635,185899,98,0,3473,64,0
"宮崎県",3221,45764,91,0,3098,27,5
"鹿児島県",3947,119136,146,0,3778,39,16
"沖縄県",24322,281074,2197,57,21858,236,31
