都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60904,1187204,115,1,59318,1472,1
青森県,5897,97332,2,0,5857,38,0
岩手県,3487,128707,1,0,3433,53,0
宮城県,16275,252573,3,0,16154,118,0
秋田県,1925,27279,12,0,1886,27,0
山形県,3551,106040,0,0,3495,56,0
福島県,9486,438596,4,2,9307,175,0
茨城県,24433,40535,23,1,24191,219,0
栃木県,15461,503842,14,1,15330,117,0
群馬県,16824,320489,25,0,16623,176,0
埼玉県,115719,1548078,102,11,114564,1053,0
千葉県,100417,1150655,70,1,99316,1026,5
東京都,381968,3899025,248,10,378562,3158,0
神奈川県,169070,1706521,147,9,167612,1311,0
新潟県,8006,300522,9,0,7936,61,0
富山県,4867,123059,0,0,4815,52,0
石川県,7967,204035,4,0,7812,129,22
福井県,3115,122165,2,0,3075,38,0
山梨県,5155,124304,0,0,5126,29,0
長野県,8883,341363,3,0,8839,97,56
岐阜県,19234,440573,39,0,18975,218,2
静岡県,26776,668363,15,0,26543,209,9
愛知県,106483,1404439,92,3,105234,1157,0
三重県,14809,251936,5,0,14966,163,325
滋賀県,12419,277144,10,0,12305,104,0
京都府,35949,446418,45,0,35609,291,4
大阪府,202899,3859382,332,36,199511,3056,0
兵庫県,78611,803021,102,4,77113,1396,0
奈良県,15920,265906,26,0,15745,149,0
和歌山県,5298,66915,3,0,5128,62,105
鳥取県,1669,157892,1,0,1638,5,25
島根県,1731,60030,5,0,1721,5,0
岡山県,15455,289814,87,1,15194,136,38
広島県,22139,945866,47,0,21890,202,0
山口県,5786,199962,40,0,5653,93,0
徳島県,3291,110305,5,0,3221,65,0
香川県,4705,137192,2,0,4664,38,1
愛媛県,5409,163711,16,0,5311,82,0
高知県,4167,104314,3,0,4131,33,0
福岡県,74507,1337154,50,4,73826,622,9
佐賀県,5865,112414,7,0,5882,30,54
長崎県,6118,191608,0,0,6045,73,0
熊本県,14393,124512,2,1,14255,136,0
大分県,8186,284596,0,0,8102,84,0
宮崎県,6151,73039,0,0,6094,41,16
鹿児島県,9102,172745,0,0,9036,66,0
沖縄県,50292,415239,61,0,49828,398,5
