"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",16035,284681,1708,13,13866,546,85
"青森県",656,12157,94,3,554,8,0
"岩手県",475,17426,64,1,386,25,0
"宮城県",3017,44325,585,10,2411,21,0
"秋田県",219,5856,52,0,166,1,0
"山形県",447,12104,34,0,400,13,0
"福島県",1483,72466,321,8,1128,34,0
"茨城県",3941,21335,846,12,3050,45,0
"栃木県",3340,90157,1248,20,2092,23,23
"群馬県",3375,66127,552,12,2715,60,48
"埼玉県",21534,394634,6588,82,14664,282,0
"千葉県",18168,273155,6020,45,11967,181,0
"東京都",87914,1195140,20289,155,66881,744,0
"神奈川県",34879,432514,5896,112,28622,361,0
"新潟県",781,33576,148,2,633,7,7
"富山県",810,27864,124,4,659,27,0
"石川県",1356,36593,194,8,1133,55,26
"福井県",461,23196,71,4,376,13,1
"山梨県",855,14741,141,5,703,11,0
"長野県",2028,66982,415,4,1595,23,5
"岐阜県",3618,87953,625,15,2934,59,0
"静岡県",3964,124085,897,6,3002,65,0
"愛知県",21420,269490,3403,60,17687,330,0
"三重県",1822,35367,323,6,1475,24,0
"滋賀県",1798,49127,377,16,1402,19,0
"京都府",6877,114039,1525,18,5327,84,59
"大阪府",39051,571165,6355,179,31931,765,0
"兵庫県",13955,174439,1933,68,11714,308,0
"奈良県",2674,60477,379,14,2263,32,0
"和歌山県",904,19434,126,11,755,11,12
"鳥取県",179,30252,45,2,128,2,4
"島根県",237,10827,14,0,223,0,0
"岡山県",2124,35898,479,17,1434,16,195
"広島県",4424,107047,488,13,3787,72,77
"山口県",968,35818,299,2,740,5,76
"徳島県",304,18100,80,0,214,10,0
"香川県",546,32858,183,2,357,6,0
"愛媛県",849,19320,221,4,613,15,0
"高知県",791,6441,57,4,721,13,0
"福岡県",13623,323459,3900,29,9580,143,0
"佐賀県",812,19559,239,2,584,4,15
"長崎県",1263,49959,265,6,879,17,102,"G48の関数（=O47=★当日データ★!E4"
"熊本県",3029,47125,293,19,2176,41,519
"大分県",939,55025,136,5,792,11,0
"宮崎県",1599,20022,362,8,1230,13,6
"鹿児島県",1387,49617,211,1,1176,15,15
"沖縄県",6580,104697,747,7,5752,86,5
