"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",18578,354325,825,16,17157,642,46
"青森県",810,16832,72,1,721,17,0
"岩手県",530,22688,19,1,482,29,0
"宮城県",3513,49755,79,5,3411,23,0
"秋田県",269,6948,17,0,246,6,0
"山形県",534,16641,26,0,493,15,0
"福島県",1842,99503,120,8,1658,64,0
"茨城県",5411,24547,367,15,4945,99,0
"栃木県",3981,118415,189,8,3732,60,0
"群馬県",4296,85897,237,6,3978,81,0
"埼玉県",27971,512823,2167,47,25321,483,0
"千葉県",24865,375700,2378,24,22127,360,0
"東京都",107959,1446004,4611,92,102184,1164,0
"神奈川県",43468,554397,1355,33,41504,609,0
"新潟県",1011,40854,75,1,922,14,0
"富山県",892,34172,20,3,845,27,0
"石川県",1714,46541,237,3,1474,60,57
"福井県",531,29374,19,2,487,25,0
"山梨県",929,23510,18,1,895,16,0
"長野県",2349,93037,35,0,2305,41,32
"岐阜県",4616,122570,261,9,4259,96,0
"静岡県",4870,170779,149,1,4629,92,0
"愛知県",25247,362781,1173,35,23592,482,0
"三重県",2408,56417,160,11,2202,46,0
"滋賀県",2332,65277,147,4,2145,40,0
"京都府",8923,146640,539,5,8258,147,21
"大阪府",46114,729496,1689,133,42918,1067,440
"兵庫県",17540,229485,724,58,16333,483,0
"奈良県",3285,76800,134,4,3108,43,0
"和歌山県",1153,23945,47,6,1065,17,24
"鳥取県",207,38087,8,0,194,2,3
"島根県",280,14340,6,1,274,0,0
"岡山県",2454,60138,96,5,2300,26,32
"広島県",4961,139356,110,6,4742,99,10
"山口県",1361,52858,129,1,1197,35,0
"徳島県",434,24327,48,1,371,15,0
"香川県",726,41803,46,1,662,18,0
"愛媛県",1029,29650,38,1,969,22,0
"高知県",882,7052,20,1,845,17,0
"福岡県",17442,414011,1177,33,16024,241,0
"佐賀県",995,26279,31,1,979,6,21
"長崎県",1585,63696,90,3,1460,36,1
"熊本県",3418,55943,78,13,3252,70,18
"大分県",1267,73713,73,0,1176,18,0
"宮崎県",1937,24572,68,1,1841,21,7
"鹿児島県",1738,63634,89,5,1637,22,10
"沖縄県",8008,138879,335,2,7574,104,5
