"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1760,42955,130,2,1527,103,0
"青森県",35,1982,2,0,32,1,0
"岩手県",19,2900,11,0,8,0,0
"宮城県",198,7673,7,0,189,2,0
"秋田県",49,1749,5,0,43,0,1
"山形県",77,3094,1,1,76,1,1
"福島県",157,14323,52,1,105,0,0
"茨城県",542,10496,73,2,456,13,0
"栃木県",303,21784,24,3,276,1,2
"群馬県",434,13994,92,0,323,19,0
"埼玉県",3862,104261,593,13,3180,89,0
"千葉県",2994,54290,427,9,2506,61,0
"東京都",20569,316316,2681,32,17530,358,0
"神奈川県",4848,110988,593,24,4139,116,0
"新潟県",142,12409,11,0,131,0,0
"富山県",379,7417,75,2,290,23,9
"石川県",620,7933,137,2,450,33,0
"福井県",211,7427,55,1,148,8,0
"山梨県",172,9415,22,1,147,3,0
"長野県",237,13673,86,0,155,"-",4
"岐阜県",555,17893,33,4,512,10,0
"静岡県",478,24082,63,1,414,1,0
"愛知県",4412,51517,778,19,3573,61,0
"三重県",365,9496,68,2,292,2,3
"滋賀県",441,8692,94,5,342,5,0
"京都府",1401,29864,225,1,1154,22,0
"大阪府",8429,132000,1352,58,6924,147,6
"兵庫県",2235,43308,194,15,1988,53,0
"奈良県",510,12972,63,3,442,5,0
"和歌山県",230,8534,12,0,211,4,3
"鳥取県",22,4530,1,0,21,0,0
"島根県",137,4834,4,0,133,0,0
"岡山県",145,5880,14,"-",128,"-",3
"広島県",456,17447,18,0,435,3,0
"山口県",158,6570,75,1,83,0,0
"徳島県",128,5644,70,2,47,4,7
"香川県",77,7877,7,0,69,1,0
"愛媛県",114,3769,7,0,101,6,0
"高知県",124,2944,17,1,103,3,1
"福岡県",4412,39841,846,14,3510,56,0
"佐賀県",237,5023,29,0,209,0,1
"長崎県",229,14101,23,1,180,3,23,"G48の関数（="
"熊本県",509,10992,70,0,413,7,19
"大分県",144,12052,19,0,124,1,0
"宮崎県",333,7943,44,0,289,1,1
"鹿児島県",359,15116,52,1,293,11,3
"沖縄県",2084,22979,441,13,1621,26,0
