"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",41828,802986,575,11,39814,1412,27
"青森県",2539,52521,38,0,2470,31,0
"岩手県",1788,89077,96,1,1645,47,0
"宮城県",9319,161279,162,3,9048,91,18
"秋田県",939,16159,44,2,875,20,0
"山形県",2061,67445,41,1,1973,47,0
"福島県",5090,290672,182,4,4747,161,0
"茨城県",10837,33871,254,5,10417,166,0
"栃木県",7242,312726,183,10,6977,82,0
"群馬県",8088,199003,47,3,7887,154,0
"埼玉県",47928,999757,1469,23,45622,837,0
"千葉県",42044,718903,1417,16,39910,717,0
"東京都",181638,2606875,6246,61,173136,2256,0
"神奈川県",70316,1072099,2292,39,67060,964,0
"新潟県",3489,177804,99,0,3337,53,0
"富山県",2058,76215,22,2,1998,38,0
"石川県",4034,126604,96,1,3820,115,3
"福井県",1389,72341,106,1,1248,35,0
"山梨県",2144,62325,51,0,2072,21,0
"長野県",5060,212206,39,0,5005,93,77
"岐阜県",9494,278331,55,5,9252,187,0
"静岡県",9595,418670,337,5,9106,152,0
"愛知県",51559,854147,622,15,49955,982,0
"三重県",5345,148938,98,3,5273,113,139
"滋賀県",5626,158013,79,2,5457,90,0
"京都府",16813,292101,173,4,16366,247,27
"大阪府",104849,2254781,1536,121,99814,2693,806
"兵庫県",41245,522957,315,15,39620,1310,0
"奈良県",8465,174026,132,6,8201,132,0
"和歌山県",2710,42534,17,1,2586,49,58
"鳥取県",495,86135,21,0,464,2,8
"島根県",561,32023,8,0,551,2,0
"岡山県",7616,168599,22,1,7455,126,13
"広島県",11575,565038,72,8,11316,176,11
"山口県",3175,124469,38,1,3057,80,0
"徳島県",1666,66573,11,0,1592,63,0
"香川県",2118,88645,23,1,2069,31,5
"愛媛県",2758,98760,6,2,2677,75,0
"高知県",1896,11842,70,4,1799,27,0
"福岡県",35930,856843,412,9,34958,525,35
"佐賀県",2570,58837,18,0,2564,24,36
"長崎県",3229,128664,40,0,3120,69,0
"熊本県",6495,82514,27,1,6349,119,0
"大分県",3504,174263,18,0,3422,64,0
"宮崎県",3107,44740,19,0,3048,27,13
"鹿児島県",3736,113742,54,1,3677,39,34
"沖縄県",21349,259185,650,44,20499,206,6
