都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,735575,3069351,18383,2,715135,2573,516
青森県,155377,414508,4504,2,150586,287,0
岩手県,106600,453251,2850,1,103559,191,0
宮城県,255693,867673,21454,6,204624,387,29228
秋田県,98395,74586,8602,3,89572,221,0
山形県,103477,283171,6647,0,90443,191,6196
福島県,183852,1149922,3813,0,179779,260,0
茨城県,358207,1654084,20090,5,301424,668,36025
栃木県,221257,950918,5472,3,215298,487,0
群馬県,230958,885827,8324,2,224316,463,2145
埼玉県,1177433,3915381,16429,10,1158650,2354,0
千葉県,937738,2843675,16849,7,904076,2533,14280
東京都,3143112,9305134,49249,16,3088077,5786,0
神奈川県,1473152,4650197,24141,27,1446052,2959,0
新潟県,230004,943254,6866,0,222987,151,0
富山県,126917,359384,3407,0,123339,171,0
石川県,159270,762569,3749,0,155218,280,23
福井県,112517,452821,1788,0,110631,98,0
山梨県,94018,511528,2117,0,91756,152,7
長野県,204199,1017239,4300,2,198736,334,829
岐阜県,290445,1286078,4921,0,284060,581,883
静岡県,487238,1797604,9665,5,470938,737,5898
愛知県,1348425,4057828,29201,8,1316376,2848,0
三重県,249971,820741,10234,1,226621,523,12593
滋賀県,230964,955088,5648,2,225002,314,0
京都府,473258,1199379,14323,22,457250,1044,641
大阪府,2081168,9647609,46246,34,2028522,6400,0
兵庫県,999303,2457970,14513,15,981948,2842,0
奈良県,224800,730971,30241,2,194038,521,0
和歌山県,131914,318968,2497,5,128861,247,309
鳥取県,61904,704423,9238,1,44778,72,7816
島根県,81355,359474,2296,0,78967,92,0
岡山県,271200,816883,6379,4,259947,402,4472
広島県,423649,2686976,17158,3,405746,745,0
山口県,161518,827032,3283,1,157853,382,0
徳島県,92063,289701,1433,3,90459,171,0
香川県,140878,401957,2948,3,137643,287,0
愛媛県,160443,625948,3755,2,156400,288,0
高知県,99208,487995,5176,4,93739,293,0
福岡県,1072948,3913414,27586,9,1027150,1925,16287
佐賀県,155943,377021,12834,2,125171,218,17720
長崎県,210546,742894,21835,2,177499,322,10890
熊本県,325661,540288,8680,6,316363,618,0
大分県,174333,888513,2531,4,171450,352,0
宮崎県,193784,238767,3700,2,189007,355,722
鹿児島県,296764,739930,1752,1,286186,531,8295
沖縄県,497868,1177701,3287,5,493597,711,273
