都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,61062,1203012,186,2,59412,1472,8
青森県,5897,98843,0,0,5859,38,0
岩手県,3487,130000,0,0,3434,53,0
宮城県,16276,255063,1,0,16157,118,0
秋田県,1925,27377,0,0,1898,27,0
山形県,3554,108187,3,0,3495,56,0
福島県,9487,444178,2,1,9309,176,0
茨城県,24447,40552,18,0,24209,220,0
栃木県,15478,508325,14,0,15347,117,0
群馬県,16847,326720,24,1,16647,176,0
埼玉県,115785,1566655,87,8,114643,1055,0
千葉県,100445,1166780,46,0,99368,1028,3
東京都,382095,3949570,163,8,378768,3164,0
神奈川県,169199,1732866,139,5,167748,1312,0
新潟県,8016,305362,13,0,7942,61,0
富山県,4867,124875,0,0,4815,52,0
石川県,7968,205838,2,0,7815,129,22
福井県,3115,123022,0,0,3077,38,0
山梨県,5155,126115,0,0,5126,29,0
長野県,8883,346750,1,0,8841,97,56
岐阜県,19240,445749,12,0,19010,218,0
静岡県,26781,680641,8,0,26564,209,0
愛知県,106536,1429215,63,2,105314,1159,0
三重県,14812,255278,3,0,14971,163,325
滋賀県,12432,280790,14,0,12314,104,0
京都府,35978,450792,41,0,35646,291,0
大阪府,203032,3929087,232,21,199738,3062,0
兵庫県,78653,813888,72,4,77185,1396,0
奈良県,15928,269527,7,0,15772,149,0
和歌山県,5299,67215,1,0,5131,62,105
鳥取県,1669,159865,0,0,1639,5,25
島根県,1731,60830,1,0,1725,5,0
岡山県,15513,294005,83,3,15262,136,32
広島県,22152,953127,16,0,21934,202,0
山口県,5788,202677,5,0,5690,93,0
徳島県,3291,111501,2,0,3223,66,0
香川県,4705,138744,0,0,4666,38,1
愛媛県,5409,165560,2,0,5325,82,0
高知県,4167,105447,0,0,4134,33,0
福岡県,74568,1352259,78,4,73861,622,7
佐賀県,5866,113826,2,0,5889,30,55
長崎県,6119,193848,1,0,6045,73,0
熊本県,14395,124605,0,0,14259,136,0
大分県,8186,288176,0,0,8102,84,0
宮崎県,6151,73041,0,0,6094,41,16
鹿児島県,9103,173509,1,0,9036,66,0
沖縄県,50300,419219,14,1,49894,398,6
