"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",18441,349717,1005,14,16958,637,159
"青森県",801,16238,78,0,707,16,0
"岩手県",520,22363,19,1,472,29,0
"宮城県",3493,49658,88,5,3382,23,0
"秋田県",269,6879,26,0,238,5,0
"山形県",532,16505,28,0,489,15,0
"福島県",1827,97015,127,10,1637,63,0
"茨城県",5334,24378,433,17,4810,91,0
"栃木県",3954,116827,221,9,3675,58,0
"群馬県",4231,83749,267,9,3885,79,0
"埼玉県",27633,502990,2894,45,24280,459,0
"千葉県",24476,371115,2917,35,21215,344,0
"東京都",106134,1423473,5257,104,99752,1125,0
"神奈川県",43156,542742,1546,43,41014,596,0
"新潟県",1003,39982,85,1,905,13,0
"富山県",887,33471,20,3,840,27,0
"石川県",1652,45401,228,1,1428,60,64
"福井県",530,28900,29,2,477,24,0
"山梨県",919,14741,18,1,885,16,0
"長野県",2345,90739,60,1,2276,39,30
"岐阜県",4554,119585,292,11,4173,89,0
"静岡県",4824,164992,191,1,4541,92,0
"愛知県",25069,353866,1356,37,23242,471,0
"三重県",2379,56417,189,11,2148,42,0
"滋賀県",2305,64483,168,5,2098,39,0
"京都府",8846,143753,673,5,8103,144,74
"大阪府",45849,715781,2110,137,42250,1052,437
"兵庫県",17415,225376,895,68,16044,476,0
"奈良県",3254,75362,147,5,3064,43,0
"和歌山県",1143,23690,58,8,1046,16,23
"鳥取県",207,37420,13,0,189,2,3
"島根県",280,13515,9,1,271,0,0
"岡山県",2442,60138,96,5,2300,26,20
"広島県",4931,139356,111,6,4714,98,8
"山口県",1352,52858,154,1,1165,33,0
"徳島県",424,23878,45,3,364,15,0
"香川県",717,41472,56,1,644,17,0
"愛媛県",1029,29634,50,1,957,22,0
"高知県",874,6996,18,1,839,17,0
"福岡県",17263,406435,1536,33,15497,230,0
"佐賀県",995,25938,41,1,967,6,19
"長崎県",1580,62926,134,2,1412,35,1
"熊本県",3403,55602,97,15,3234,67,5
"大分県",1261,72634,94,0,1149,18,0
"宮崎県",1906,24475,99,2,1775,20,12
"鹿児島県",1716,61770,84,5,1621,21,10
"沖縄県",7971,136270,427,2,7449,100,5
