都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60519,1125945,180,0,58838,1469,32
青森県,5847,90464,149,2,5660,38,0
岩手県,3486,123111,3,0,3430,53,0
宮城県,16249,243071,25,1,16104,117,3
秋田県,1893,26739,7,0,1859,27,0
山形県,3524,99862,18,0,3450,56,0
福島県,9470,415203,15,2,9280,175,0
茨城県,24337,40366,110,8,24010,217,0
栃木県,15404,487105,81,2,15207,116,0
群馬県,16682,300465,61,3,16447,174,0
埼玉県,115371,1473758,470,28,113880,1021,0
千葉県,100142,1084144,350,20,98764,1011,17
東京都,377036,3704025,1085,40,372882,3069,0
神奈川県,168586,1620940,568,23,166728,1290,0
新潟県,7963,290113,53,1,7849,61,0
富山県,4843,116474,33,1,4759,51,0
石川県,7928,196557,36,0,7741,129,22
福井県,3097,117795,25,0,3035,37,0
山梨県,5141,111974,5,0,5108,29,1
長野県,8822,321482,49,0,8731,96,54
岐阜県,18998,414526,168,3,18818,216,204
静岡県,26701,628816,40,1,26401,209,51
愛知県,105964,1326645,447,9,104365,1152,0
三重県,14727,263303,89,2,14797,163,322
滋賀県,12337,259270,51,1,12184,102,0
京都府,35766,426204,206,9,35262,289,9
大阪府,201541,3539805,1436,154,195471,3018,1616
兵庫県,78054,756671,480,13,76182,1392,0
奈良県,15802,252776,113,3,15540,149,0
和歌山県,5283,65608,11,1,5106,62,104
鳥取県,1658,149043,11,0,1617,5,25
島根県,1637,55806,10,0,1622,5,0
岡山県,15205,266922,79,1,14937,136,53
広島県,21854,905700,121,3,21534,199,0
山口県,5670,189336,61,0,5517,92,0
徳島県,3279,104910,10,0,3204,65,0
香川県,4695,130157,12,1,4645,38,0
愛媛県,5294,153433,85,1,5127,82,0
高知県,4126,99109,14,2,4081,31,0
福岡県,74255,1265772,388,13,73224,619,24
佐賀県,5805,105012,32,1,5797,29,53
長崎県,6056,181484,45,0,5938,73,0
熊本県,14337,123147,40,4,14161,136,0
大分県,8177,267862,42,1,8051,84,0
宮崎県,6146,72928,11,0,6075,41,19
鹿児島県,9088,168575,27,0,9057,65,61
沖縄県,49980,398976,250,3,49336,356,38
