"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1137,16633,125,12,921,91,0
"青森県",27,899,0,0,26,1,0
"岩手県",0,769,0,0,0,0,0
"宮城県",88,3168,0,0,87,1,0
"秋田県",16,961,0,0,16,0,0
"山形県",69,2470,2,1,67,0,0
"福島県",81,5353,3,0,78,0,0
"茨城県",168,4962,3,0,155,10,0
"栃木県",66,5264,3,0,63,0,0
"群馬県",151,4232,6,1,126,19,0
"埼玉県",1017,25662,30,4,936,51,0
"千葉県",915,15991,24,4,846,45,0
"東京都",5448,16267,313,21,4824,311,0
"神奈川県",1399,11046,108,16,1202,89,0
"新潟県",83,4507,1,0,81,0,1
"富山県",227,3587,3,0,202,22,0
"石川県",299,2815,33,2,239,27,0
"福井県",122,2953,1,1,113,8,0
"山梨県",68,4648,3,0,64,1,0
"長野県",76,2957,4,0,72,"-",0
"岐阜県",153,4095,4,1,142,7,0
"静岡県",77,3653,3,0,73,1,0
"愛知県",513,11072,9,0,465,34,5
"三重県",45,2609,0,0,44,1,0
"滋賀県",100,2024,2,1,97,1,0
"京都府",360,8864,5,0,337,18,0
"大阪府",1785,34423,41,10,1655,85,4
"兵庫県",699,11771,3,3,653,43,0
"奈良県",92,3240,1,0,89,2,0
"和歌山県",63,3824,0,0,60,3,0
"鳥取県",3,1411,0,0,3,0,0
"島根県",24,1182,1,1,23,0,0
"岡山県",25,1800,0,"-",25,"-",0
"広島県",168,7360,1,0,164,3,0
"山口県",37,1898,1,1,36,0,0
"徳島県",5,798,0,0,4,1,0
"香川県",28,2362,0,0,28,0,0
"愛媛県",82,2497,9,0,69,4,0
"高知県",74,1873,0,0,71,3,0
"福岡県",810,14641,111,3,671,28,0
"佐賀県",47,1523,0,0,47,0,0
"長崎県",17,2993,0,0,16,1,0
"熊本県",48,4080,0,0,45,3,0
"大分県",60,4342,0,0,59,1,0
"宮崎県",17,1461,0,0,17,0,0
"鹿児島県",10,2157,0,0,10,0,0
"沖縄県",142,2935,0,0,139,7,0
