都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,631965,2834042,60983,5,570436,2378,1832
青森県,129998,355579,17889,0,111908,201,0
岩手県,87601,403312,11954,0,75494,153,0
宮城県,216918,801204,31245,10,182822,290,2561
秋田県,77499,71441,20137,4,57276,86,0
山形県,77192,229302,16997,0,60062,143,10
福島県,145859,1057517,27717,3,117900,242,0
茨城県,306601,1477266,26349,5,279688,564,0
栃木県,188983,899139,24118,10,164446,419,0
群馬県,194565,825569,28659,5,167681,413,2188
埼玉県,1038383,3678978,75850,32,960508,2025,0
千葉県,825528,2656636,52955,17,739804,2203,30566
東京都,2870490,8811840,192175,38,2673101,5214,0
神奈川県,1328641,4285547,23245,53,1302685,2711,0
新潟県,186900,870568,24334,6,162447,119,0
富山県,102465,327101,23248,5,79085,132,0
石川県,131400,689444,20342,6,110812,223,23
福井県,92405,424182,12512,3,79820,73,0
山梨県,80181,471939,9637,1,70459,114,29
長野県,166312,942812,20753,1,141340,265,3954
岐阜県,242309,1184195,30902,8,207921,466,3020
静岡県,407188,1658352,49955,8,347983,628,8622
愛知県,1156037,3673662,145594,31,1007901,2542,0
三重県,205995,727705,40033,5,169406,444,3888
滋賀県,194774,865493,22705,3,171785,284,0
京都府,413566,1121014,60304,72,348683,876,3703
大阪府,1870792,9059842,202918,88,1661933,5941,0
兵庫県,867715,2252247,83257,50,781873,2593,8
奈良県,193686,683451,51971,11,141252,463,0
和歌山県,111334,283326,11993,8,98836,196,309
鳥取県,51059,628916,8771,2,41825,48,415
島根県,67236,330237,9514,1,57649,73,0
岡山県,221495,766523,28317,16,180667,346,12165
広島県,343249,2441917,79892,9,262731,626,0
山口県,132758,754926,22270,4,110175,313,0
徳島県,72921,272010,17056,4,55827,118,80
香川県,116664,369845,18019,1,98409,236,0
愛媛県,132020,560703,27242,3,104532,246,0
高知県,80132,426104,17036,14,62877,219,0
福岡県,956531,3678215,112908,12,819969,1674,21980
佐賀県,135744,377021,17316,3,112427,190,5811
長崎県,173761,654630,42255,1,134544,238,3276
熊本県,281586,461219,33576,24,247497,513,0
大分県,148330,818228,16563,8,131503,264,0
宮崎県,162139,229678,24487,4,136786,262,604
鹿児島県,247231,672736,36443,9,206730,402,3656
沖縄県,465534,1126506,29115,24,435332,593,494
