都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,375473,2341804,7690,2,365919,2088,224
青森県,60073,258497,1539,0,58426,108,0
岩手県,37250,293757,1174,0,35980,96,0
宮城県,91789,612224,2052,0,89326,198,213
秋田県,31739,63372,714,0,30955,70,0
山形県,29775,198645,675,0,29004,96,0
福島県,65705,855961,1020,0,64462,223,0
茨城県,162830,1380150,1346,1,161043,441,0
栃木県,93065,767280,1017,1,91772,276,0
群馬県,96835,665097,1182,1,95596,321,264
埼玉県,562035,2914065,4855,1,555527,1653,0
千葉県,458229,2161502,3039,1,450981,1787,2422
東京都,1573341,7080242,16761,0,1552019,4561,0
神奈川県,769558,3033508,6609,4,760730,2219,0
新潟県,74546,675874,989,0,73466,91,0
富山県,39156,257642,1195,0,37867,94,0
石川県,58887,491660,1287,0,57380,197,23
福井県,37833,337473,923,0,36865,45,0
山梨県,33794,353833,462,0,33266,68,2
長野県,76498,754197,1023,0,75234,203,38
岐阜県,106753,924135,1937,0,104345,343,128
静岡県,176334,1290246,2276,0,172872,420,766
愛知県,558186,2848622,8200,2,547896,2090,0
三重県,85286,545809,1181,1,85819,306,2020
滋賀県,93721,666266,1266,0,92234,221,0
京都府,209072,857840,2725,0,205346,734,267
大阪府,998358,7331085,12233,8,981022,5103,0
兵庫県,436492,1612439,5000,4,429248,2246,2
奈良県,95013,531810,1277,2,93346,390,0
和歌山県,43520,177399,441,0,42751,118,210
鳥取県,15811,415895,260,0,15329,20,202
島根県,17676,224574,325,0,17335,16,0
岡山県,102796,597565,1702,1,99972,250,872
広島県,165089,1951967,3310,0,161285,494,0
山口県,47707,596201,1150,0,46379,178,0
徳島県,23713,223728,671,0,22958,85,1
香川県,50036,286608,637,0,49271,128,0
愛媛県,42487,378714,1154,2,41193,140,0
高知県,29477,304291,997,0,28366,114,0
福岡県,440058,2775145,6222,0,426425,1265,6146
佐賀県,54785,289005,1216,0,51030,107,2432
長崎県,62782,413285,2085,0,61002,124,429
熊本県,104422,291948,3060,2,101062,300,0
大分県,56731,611172,852,0,55715,164,0
宮崎県,56529,193849,1273,1,55035,145,76
鹿児島県,89832,434356,2758,1,86582,208,284
沖縄県,238869,899535,10220,6,228076,480,93
