"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",25204,543551,2092,23,22122,878,112
"青森県",1663,33580,253,3,1386,24,0
"岩手県",1011,57247,174,1,804,33,0
"宮城県",8191,160246,413,9,7696,69,13
"秋田県",536,10180,122,0,405,9,0
"山形県",1571,47885,181,4,1356,34,0
"福島県",3608,190845,460,12,3023,125,0
"茨城県",8384,29913,480,19,7769,135,0
"栃木県",5468,217832,261,4,5136,71,0
"群馬県",6014,137279,596,5,5652,104,338
"埼玉県",38875,765421,2458,35,35671,746,0
"千葉県",33879,549624,1363,19,31889,627,0
"東京都",142943,2042576,6911,69,134133,1899,0
"神奈川県",54645,805963,1958,51,51864,823,0
"新潟県",2432,110382,360,1,2047,25,0
"富山県",1376,51908,152,7,1194,30,0
"石川県",2639,71843,366,10,2193,78,2
"福井県",915,49538,102,1,780,33,0
"山梨県",1239,35312,125,1,1096,19,1
"長野県",3975,147408,303,4,3657,70,55
"岐阜県",6208,191354,570,5,5501,137,0
"静岡県",6637,293084,351,3,6163,123,0
"愛知県",34704,557541,3540,34,30526,638,0
"三重県",3958,98154,652,13,3321,88,103
"滋賀県",3945,107671,578,11,3304,63,0
"京都府",12956,218617,1575,25,11231,187,37
"大阪府",85903,1477739,20210,446,63298,1577,818
"兵庫県",33260,390382,4979,84,27573,708,0
"奈良県",6574,125853,961,27,5534,79,0
"和歌山県",2281,34966,293,48,1918,33,37
"鳥取県",377,62070,37,0,332,2,6
"島根県",365,19437,36,1,329,0,0
"岡山県",4404,95544,576,15,3157,40,631
"広島県",6297,267317,506,7,5582,110,99
"山口県",1925,82172,248,6,1631,46,0
"徳島県",1421,45131,304,6,1070,47,0
"香川県",1362,63106,231,2,1114,23,6
"愛媛県",2439,62905,305,12,2086,48,0
"高知県",1097,8405,96,4,981,20,0
"福岡県",24718,618356,3454,35,20903,361,0
"佐賀県",1739,39696,244,2,1497,14,16
"長崎県",2263,93539,357,6,1865,42,1
"熊本県",4324,66663,502,16,3742,80,0
"大分県",2099,114417,504,1,1567,28,0
"宮崎県",2246,30480,173,0,2043,22,8
"鹿児島県",2358,81722,283,2,2028,28,19
"沖縄県",12778,193823,1021,9,11626,137,6
