"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",19388,394409,561,5,18138,691,2
"青森県",820,17718,24,0,776,20,0
"岩手県",555,27687,2,0,523,30,0
"宮城県",3735,70805,156,5,3554,25,0
"秋田県",269,7096,1,0,262,6,0
"山形県",543,27916,12,0,516,15,0
"福島県",2071,118077,191,8,1800,80,0
"茨城県",5969,25001,339,6,5514,116,0
"栃木県",4157,130365,111,1,3978,68,0
"群馬県",4595,96668,198,4,4310,87,0
"埼玉県",29934,569518,1323,39,27993,618,0
"千葉県",27124,424387,1396,20,25253,475,0
"東京都",113218,1579922,2892,51,108864,1462,0
"神奈川県",45555,612720,1044,27,43797,714,0
"新潟県",1110,45953,74,2,1021,15,0
"富山県",907,37151,9,1,870,28,0
"石川県",1877,53499,93,7,1742,62,20
"福井県",545,32587,2,0,518,25,0
"山梨県",941,27101,4,0,920,17,0
"長野県",2369,101091,17,0,2343,41,32
"岐阜県",4771,140292,129,11,4530,112,0
"静岡県",5231,206239,187,0,4947,97,0
"愛知県",26098,403390,579,29,24981,538,0
"三重県",2564,67122,110,5,2475,57,78
"滋賀県",2546,75787,150,4,2349,47,0
"京都府",9079,159089,154,2,8781,158,14
"大阪府",47594,828199,923,75,45126,1134,411
"兵庫県",18130,257318,362,36,17212,556,0
"奈良県",3396,84240,66,6,3283,47,0
"和歌山県",1167,24736,9,0,1116,18,24
"鳥取県",210,42239,2,0,203,2,3
"島根県",284,16183,1,0,283,0,0
"岡山県",2518,69524,44,1,2419,33,22
"広島県",5037,166610,31,1,4899,103,4
"山口県",1385,60724,35,0,1309,41,0
"徳島県",461,27444,26,2,419,16,0
"香川県",758,45936,14,0,726,18,0
"愛媛県",1066,34001,23,1,1019,24,0
"高知県",902,7175,18,2,866,18,0
"福岡県",18196,456576,427,17,17466,303,0
"佐賀県",1078,28780,52,1,1036,9,19
"長崎県",1612,69383,11,0,1564,37,0
"熊本県",3455,56893,32,1,3347,72,4
"大分県",1297,82515,20,0,1255,22,0
"宮崎県",1953,24794,16,1,1930,21,14
"鹿児島県",1762,68566,16,1,1746,27,27
"沖縄県",8306,148848,269,1,7922,120,5
