都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,216368,1827758,15846,4,198758,1918,154
青森県,34076,191402,3896,0,30098,82,0
岩手県,17433,213455,2101,0,15255,77,0
宮城県,55751,447223,5133,6,49975,171,472
秋田県,15269,50081,1960,2,13264,45,0
山形県,16783,167839,2028,2,14676,79,0
福島県,34245,666002,3280,2,30769,196,0
茨城県,109105,44674,7196,5,101538,371,0
栃木県,60065,658472,5139,1,54687,239,0
群馬県,67565,535025,4579,4,62706,280,0
埼玉県,414207,2410841,24867,23,387984,1356,0
千葉県,347251,1786390,18486,16,324616,1639,2510
東京都,1220749,5901828,92947,36,1123661,4141,0
神奈川県,586892,2180686,28701,44,556200,1991,0
新潟県,40411,510694,3536,0,36788,87,0
富山県,26962,207665,3297,3,23591,74,0
石川県,33502,338612,2113,4,31182,184,23
福井県,20531,258436,1321,1,19169,41,0
山梨県,21744,239637,1376,2,20312,62,6
長野県,41986,558525,4249,0,37280,161,296
岐阜県,66680,719669,3513,3,62497,310,360
静岡県,118026,1042858,7576,1,106938,375,3137
愛知県,400896,2282527,19317,27,379632,1947,0
三重県,53581,419043,3302,8,51465,265,1451
滋賀県,67233,511660,5357,2,61688,188,0
京都府,151748,712475,7703,18,142540,646,859
大阪府,781081,6121999,38403,401,738055,4606,17
兵庫県,325252,1340483,14775,18,308399,2078,0
奈良県,72864,439573,8885,11,63637,342,0
和歌山県,27580,133928,830,3,26473,109,168
鳥取県,8987,297317,766,0,8108,11,102
島根県,8899,135610,770,0,8120,9,0
岡山県,61062,474647,2704,2,56294,221,1843
広島県,92623,1494137,8628,5,83549,446,0
山口県,28218,473883,2021,1,26035,162,0
徳島県,15775,176319,923,0,14779,79,6
香川県,28394,222054,2614,0,25673,107,0
愛媛県,23830,289504,1981,4,21722,127,0
高知県,16492,209869,1276,3,15118,98,0
福岡県,293739,2208073,24904,8,261651,1116,6068
佐賀県,30662,213109,1752,1,26511,79,2320
長崎県,31989,302842,2678,1,30638,116,1443
熊本県,62025,225705,4453,8,57303,269,0
大分県,30820,471718,1931,1,28752,137,0
宮崎県,24392,148591,1736,0,22613,117,74
鹿児島県,41397,299708,3413,1,37349,167,468
沖縄県,118843,649253,5945,9,112465,438,5
