"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",53120,946662,4711,15,46786,1435,188
"青森県",3602,63967,596,0,2973,33,0
"岩手県",2698,102896,389,2,2261,48,0
"宮城県",13145,193368,2060,22,10877,95,113
"秋田県",1391,19331,241,2,1129,21,0
"山形県",2867,78465,430,5,2389,48,0
"福島県",7978,349631,1058,20,6755,165,0
"茨城県",18344,36482,2520,23,15644,180,0
"栃木県",11755,379591,2006,21,9650,99,0
"群馬県",12895,239512,2301,23,10136,157,301
"埼玉県",88390,1232641,28747,155,58775,868,0
"千葉県",73498,888212,12897,102,59812,789,0
"東京都",312262,3119292,45373,271,264510,2379,0
"神奈川県",127645,1329499,17632,220,108952,1061,0
"新潟県",5853,223882,1096,6,4703,54,0
"富山県",3736,93111,1070,9,2627,39,0
"石川県",6764,157209,769,8,5859,121,15
"福井県",2223,91847,262,1,1925,36,0
"山梨県",3598,86511,639,2,2943,23,7
"長野県",7098,252666,847,6,6000,94,157
"岐阜県",12684,326128,1913,4,10484,193,94
"静岡県",17249,500269,4819,24,12268,162,0
"愛知県",67020,994915,9884,36,56107,1029,0
"三重県",9228,170434,2707,11,6594,120,193
"滋賀県",8939,191972,2008,8,6836,95,0
"京都府",25814,348678,5123,96,19874,250,567
"大阪府",147369,2776816,20513,505,122440,2758,1658
"兵庫県",56224,614871,6473,60,48423,1328,0
"奈良県",11625,205095,1456,11,10035,134,0
"和歌山県",3976,51967,505,16,3330,51,90
"鳥取県",1242,114344,250,3,976,3,13
"島根県",1078,40685,195,1,881,2,0
"岡山県",11612,208397,1485,7,8975,127,1025
"広島県",15568,662019,1513,9,13149,180,726
"山口県",4358,140551,745,3,3533,80,0
"徳島県",2223,81001,330,0,1830,63,0
"香川県",3584,106986,813,9,2738,34,1
"愛媛県",4141,120543,736,6,3327,78,0
"高知県",2765,71651,495,3,2239,31,0
"福岡県",56993,1040330,9657,31,45635,557,1144
"佐賀県",4343,77739,832,0,2961,27,523
"長崎県",4724,151276,801,1,3858,69,4
"熊本県",10600,98074,2054,13,8423,123,0
"大分県",5655,211068,1395,1,4195,65,0
"宮崎県",4286,53900,898,1,3511,28,151
"鹿児島県",6775,138602,1856,4,4759,44,116
"沖縄県",37468,323644,6610,122,30452,248,158
