"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",58425,1028934,3266,26,54139,1460,440
"青森県",4862,74907,897,3,3932,33,0
"岩手県",3271,111391,335,2,2886,50,0
"宮城県",15398,214636,1316,27,13936,104,42
"秋田県",1706,23646,121,1,1562,23,0
"山形県",3323,88401,224,4,3049,50,0
"福島県",9050,376672,504,13,8376,170,0
"茨城県",22129,38447,1606,26,20326,197,0
"栃木県",14049,403454,1146,15,12798,105,0
"群馬県",15737,267234,1365,25,14209,163,0
"埼玉県",107280,1340439,11610,143,94759,911,0
"千葉県",93236,973143,11711,102,80629,896,0
"東京都",359192,3380654,23029,260,333586,2577,0
"神奈川県",157878,1473865,11972,235,144763,1143,0
"新潟県",7128,251054,547,10,6525,56,0
"富山県",4608,104472,500,10,4064,44,0
"石川県",7476,173947,410,5,6926,123,17
"福井県",2739,103976,218,2,2485,36,0
"山梨県",4725,97156,430,3,4273,26,4
"長野県",8213,282507,488,2,7626,94,5
"岐阜県",17222,365602,2026,21,15003,205,12
"静岡県",24624,556282,3683,29,20755,186,0
"愛知県",93177,1133359,21973,94,70149,1055,0
"三重県",13645,192585,3189,32,10600,140,284
"滋賀県",11472,214421,1468,11,9907,97,0
"京都府",32870,381221,4762,91,27306,254,548
"大阪府",183278,3063250,23352,605,155077,2838,2011
"兵庫県",70092,672093,6608,83,62137,1349,2
"奈良県",14525,227067,1426,19,12958,141,0
"和歌山県",4929,60266,409,21,4364,55,101
"鳥取県",1531,132238,204,2,1300,5,22
"島根県",1459,45572,203,2,1254,2,0
"岡山県",14353,231974,1686,21,11771,132,764
"広島県",19954,779859,1243,21,17386,186,1139
"山口県",5296,155099,541,6,4668,87,0
"徳島県",2942,91748,334,7,2544,64,0
"香川県",4501,117953,393,7,4073,34,1
"愛媛県",4825,134920,308,5,4436,81,0
"高知県",3822,85322,471,9,3320,31,0
"福岡県",69677,1140169,9233,36,59446,576,422
"佐賀県",5482,91294,480,2,5030,28,56
"長崎県",5610,163611,555,2,4990,69,4
"熊本県",13433,112846,1535,21,11768,130,0
"大分県",7554,235999,768,4,6716,70,0
"宮崎県",5811,65957,675,10,5088,33,15
"鹿児島県",8598,155581,740,6,7802,53,3
"沖縄県",45757,354139,5247,130,39880,267,363
