"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",2652,73414,235,2,2309,108,0
"青森県",150,3633,100,3,49,1,0
"岩手県",27,5134,3,0,23,0,1
"宮城県",545,12763,44,1,499,2,0
"秋田県",61,2448,2,0,59,0,0
"山形県",84,5758,4,0,79,1,0
"福島県",379,26962,71,3,302,6,0
"茨城県",737,13525,28,2,691,18,0
"栃木県",476,35101,32,0,444,1,1
"群馬県",839,27505,81,5,739,19,0
"埼玉県",5561,173925,406,9,5052,103,0
"千葉県",4734,119191,371,10,4287,76,0
"東京都",29706,563985,1635,23,27626,445,0
"神奈川県",8246,187119,546,25,7543,157,0
"新潟県",180,17268,1,0,179,0,0
"富山県",422,14261,0,0,396,26,0
"石川県",798,16055,17,0,732,49,0
"福井県",256,10775,6,0,239,11,0
"山梨県",203,11373,3,0,194,6,0
"長野県",330,22077,11,1,319,4,4
"岐阜県",668,25757,30,1,627,11,0
"静岡県",588,40885,15,0,571,2,0
"愛知県",5768,92555,246,10,5430,92,0
"三重県",554,15371,13,2,534,7,0
"滋賀県",535,13549,17,0,509,9,0
"京都府",1958,50753,87,0,1841,30,0
"大阪府",11880,221805,541,22,11091,232,16
"兵庫県",3056,65340,116,16,2879,61,0
"奈良県",624,23806,26,2,589,9,0
"和歌山県",268,10148,16,2,245,4,3
"鳥取県",35,5578,0,0,35,0,0
"島根県",140,6085,0,0,140,0,0
"岡山県",194,10217,22,1,162,1,9
"広島県",651,26568,24,0,623,5,1
"山口県",213,11384,5,1,206,2,0
"徳島県",164,7364,15,0,140,9,0
"香川県",101,12904,5,0,94,2,0
"愛媛県",116,4293,0,0,110,6,0
"高知県",140,3603,0,0,136,4,0
"福岡県",5174,156615,64,5,5009,101,0
"佐賀県",253,6890,4,0,251,0,2
"長崎県",242,21431,0,0,237,3,2,"G48の関数（"
"熊本県",767,18924,44,0,701,8,14
"大分県",159,19950,1,0,155,3,0
"宮崎県",366,8741,1,0,365,1,1
"鹿児島県",463,21698,10,0,453,12,12
"沖縄県",3094,51072,318,9,2722,58,4
