"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1884,50149,61,2,1717,106,0
"青森県",35,2227,2,0,32,1,0
"岩手県",23,3745,1,0,22,0,0
"宮城県",313,8995,74,0,237,2,0
"秋田県",51,1868,1,0,50,0,0
"山形県",78,5006,2,1,76,1,1
"福島県",214,17489,45,1,169,0,0
"茨城県",616,11796,50,5,550,16,0
"栃木県",368,25993,47,2,304,1,16
"群馬県",567,17931,89,1,445,19,14
"埼玉県",4320,127974,304,7,3919,97,0
"千葉県",3446,68574,300,7,3079,67,0
"東京都",23274,392220,2285,21,20603,386,0
"神奈川県",6012,132257,597,32,5285,130,0
"新潟県",151,14070,10,1,141,0,0
"富山県",408,11173,13,0,370,25,0
"石川県",736,11006,72,0,621,43,0
"福井県",244,9284,24,4,210,8,2
"山梨県",179,10135,9,2,165,5,0
"長野県",297,17391,17,0,285,1,6
"岐阜県",596,20367,38,1,548,10,0
"静岡県",506,30514,17,1,488,1,0
"愛知県",4920,64208,392,19,4452,76,0
"三重県",463,11312,84,1,374,5,0
"滋賀県",472,10726,33,0,432,7,0
"京都府",1628,36834,82,1,1521,25,0
"大阪府",9725,161832,830,35,8700,186,9
"兵庫県",2478,50254,124,9,2299,55,0
"奈良県",550,18672,21,1,520,9,0
"和歌山県",236,8934,4,0,225,4,3
"鳥取県",34,4781,12,0,22,0,0
"島根県",137,5236,0,0,137,0,0
"岡山県",147,7511,1,"-",145,"-",1
"広島県",472,19041,13,0,456,3,0
"山口県",194,8359,25,1,168,1,0
"徳島県",147,6662,39,1,97,8,3
"香川県",92,9636,12,0,78,2,0
"愛媛県",114,3945,1,0,107,6,0
"高知県",137,3319,7,0,126,4,0
"福岡県",4948,44991,355,13,4513,80,0
"佐賀県",244,5567,4,0,240,0,0
"長崎県",236,16671,8,0,225,3,0,"G48の関数（="
"熊本県",570,13039,36,0,523,8,3
"大分県",158,14821,8,0,148,2,0
"宮崎県",343,8383,8,0,335,1,1
"鹿児島県",373,17314,7,1,372,11,17
"沖縄県",2297,33812,182,8,2074,45,4
