都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,626230,2824123,60345,3,562886,2361,638
青森県,128025,353604,18231,0,109601,193,0
岩手県,86535,400819,12561,0,73826,148,0
宮城県,214360,799020,32533,9,178775,287,2765
秋田県,76240,71441,20074,4,56080,86,0
山形県,75582,228638,16990,0,58463,139,10
福島県,143940,1057517,27402,3,116296,242,0
茨城県,302810,1477266,26762,7,275488,560,0
栃木県,187039,896164,24394,8,162230,415,0
群馬県,194565,825569,29870,4,164284,411,0
埼玉県,1030506,3668228,80069,32,948431,2006,0
千葉県,818608,2656636,52955,17,739804,2196,23653
東京都,2853364,8791649,197580,38,2650595,5189,0
神奈川県,1319839,4285547,24289,57,1292857,2693,0
新潟県,184049,869887,25239,6,158691,119,0
富山県,100728,327101,22920,3,77676,132,0
石川県,129463,681572,19030,6,110188,222,23
福井県,91308,422919,13130,4,78107,71,0
山梨県,80181,471939,9637,1,70459,114,29
長野県,164147,942812,20797,3,138353,265,4732
岐阜県,239289,1179709,31009,7,204852,462,2966
静岡県,401913,1658352,50602,9,347983,616,2712
愛知県,1143252,3673662,146263,30,994464,2525,0
三重県,203264,727705,40492,5,166145,440,3813
滋賀県,192299,863357,22827,3,169188,284,0
京都府,409856,1116616,62655,64,342193,869,4139
大阪府,1855795,9031780,206097,93,1643775,5923,0
兵庫県,858017,2239236,82740,48,772703,2585,11
奈良県,191271,683451,51308,11,139501,462,0
和歌山県,109954,281564,12944,7,96505,196,309
鳥取県,50217,626381,8784,1,40971,48,414
島根県,66411,330237,9795,0,56543,73,0
岡山県,218148,766523,28317,16,180667,344,8820
広島県,337448,2440723,77582,7,259246,620,0
山口県,130793,754926,23694,5,106791,308,0
徳島県,71226,271984,17606,4,53597,118,95
香川県,114855,367906,18626,1,95997,232,0
愛媛県,129812,558267,28325,5,101247,240,0
高知県,78302,426104,17178,14,60908,216,0
福岡県,947166,3664341,111130,13,811398,1664,22974
佐賀県,134081,377021,17656,2,110252,187,5986
長崎県,173761,654630,41517,2,132208,230,194
熊本県,281586,461219,33576,24,247497,513,0
大分県,146520,814943,17323,7,128937,260,0
宮崎県,159854,229092,26292,4,132724,258,580
鹿児島県,243575,667873,37119,11,202432,399,3625
沖縄県,462636,1123979,29650,26,431937,593,456
