"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",59774,1072616,1214,18,57152,1466,58
"青森県",5466,82192,446,6,4987,33,0
"岩手県",3465,116687,96,0,3318,51,0
"宮城県",16004,230763,445,13,15432,113,14
"秋田県",1832,24856,71,2,1735,26,0
"山形県",3461,91647,96,3,3309,56,0
"福島県",9375,392782,199,6,9002,174,0
"茨城県",23771,38857,837,19,22722,212,0
"栃木県",14937,470541,551,13,14277,109,0
"群馬県",16357,279287,348,16,15840,169,0
"埼玉県",113214,1397102,4689,92,107550,975,0
"千葉県",98318,1023263,3607,65,93737,974,0
"東京都",372292,3508121,8629,169,360862,2801,0
"神奈川県",165825,1523796,3998,119,160603,1224,0
"新潟県",7626,268619,348,8,7220,58,0
"富山県",4748,108900,114,7,4586,48,0
"石川県",7754,183845,198,3,7411,123,22
"福井県",2944,110082,124,0,2784,36,0
"山梨県",4957,105725,190,1,4739,29,1
"長野県",8619,296794,268,1,8308,95,52
"岐阜県",18357,386271,657,13,17657,208,165
"静岡県",26261,586213,1213,10,24848,200,0
"愛知県",103301,1211715,9220,67,92977,1104,0
"三重県",14461,209444,685,12,13939,155,318
"滋賀県",12037,242550,402,6,11536,99,0
"京都府",34999,404350,2534,49,32158,260,47
"大阪府",196042,3267441,9903,478,181282,2918,1939
"兵庫県",75732,711847,3023,60,71331,1378,0
"奈良県",15406,237186,567,13,14694,145,0
"和歌山県",5155,62940,123,6,4870,59,103
"鳥取県",1632,139504,73,1,1531,5,23
"島根県",1552,50282,47,1,1503,2,0
"岡山県",14978,249075,615,13,14091,135,137
"広島県",21178,844713,496,11,20144,191,347
"山口県",5507,173420,133,1,5286,88,0
"徳島県",3198,98793,149,2,2985,64,0
"香川県",4643,123893,99,4,4507,36,1
"愛媛県",5028,143006,117,4,4830,81,0
"高知県",4042,93047,96,1,3915,31,0
"福岡県",73165,1196737,4587,27,67909,595,74
"佐賀県",5667,96715,105,1,5575,29,42
"長崎県",5896,170883,187,2,5639,71,1
"熊本県",14086,118950,467,10,13488,131,0
"大分県",7938,248761,228,3,7633,77,0
"宮崎県",6048,71159,213,6,5725,39,71
"鹿児島県",9017,163651,291,5,8723,63,60
"沖縄県",48780,377142,2466,62,45655,290,369
