都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,272377,2001392,22308,9,247598,1979,492
青森県,44937,215518,4798,0,40046,93,0
岩手県,25232,242123,3486,1,21663,83,0
宮城県,70301,504278,5117,4,64389,183,612
秋田県,22787,55809,2860,2,19875,52,0
山形県,21828,181903,2291,1,19452,85,0
福島県,48219,738084,5466,2,42550,203,0
茨城県,137963,45068,5379,2,132172,412,0
栃木県,76282,703972,6987,1,69032,263,0
群馬県,80422,585385,4256,1,76322,306,462
埼玉県,495620,2611951,19475,13,474716,1429,0
千葉県,409226,1921694,17842,8,383771,1727,5886
東京都,1401933,6352432,94504,14,1303128,4301,0
神奈川県,680922,2180686,22394,25,656412,2116,0
新潟県,57131,574821,4504,1,52536,91,0
富山県,31167,224591,1877,1,29200,90,0
石川県,40831,385523,3801,5,36819,188,23
福井県,25611,285463,1177,1,24389,45,0
山梨県,27523,274619,1309,0,26152,66,4
長野県,58537,640632,4900,0,52430,169,1038
岐阜県,81526,787959,4819,0,75720,323,664
静岡県,141488,1133276,7019,2,133514,397,558
愛知県,464718,2463255,24609,16,438101,2008,0
三重県,68043,464184,4749,0,64696,281,1683
滋賀県,78363,568728,4322,0,73831,210,0
京都府,174660,762823,8372,10,164705,696,887
大阪府,873905,6545254,35812,30,833181,4904,8
兵庫県,372390,1436278,13195,10,357022,2176,3
奈良県,82858,474306,8354,4,74139,365,0
和歌山県,34228,151495,1634,1,32293,112,189
鳥取県,11313,336053,1042,0,10117,14,140
島根県,12516,166688,1507,1,10995,14,0
岡山県,75760,520624,4573,3,69371,232,1584
広島県,118567,1662088,12064,4,106044,459,0
山口県,35147,517521,2071,1,32904,172,0
徳島県,18229,190817,684,0,17469,79,3
香川県,36871,245155,2975,0,33780,116,0
愛媛県,31236,320729,2488,4,28614,134,0
高知県,20262,238369,1427,1,18731,104,0
福岡県,353379,2402855,35326,13,309608,1188,7257
佐賀県,41589,241132,4259,0,34375,96,2859
長崎県,40927,331195,4264,3,38513,120,1970
熊本県,78057,251763,6198,2,71582,277,0
大分県,40804,521429,2667,0,37989,148,0
宮崎県,36980,172839,4794,0,32140,124,78
鹿児島県,58736,348108,5576,2,52200,174,786
沖縄県,150342,725992,11504,5,138383,445,10
