"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",40870,751646,2884,28,36904,1334,252
"青森県",2452,48772,34,0,2387,31,0
"岩手県",1625,81431,100,1,1479,46,0
"宮城県",9061,153064,87,5,8885,85,4
"秋田県",764,14175,7,1,737,20,0
"山形県",2017,63486,42,3,1929,46,0
"福島県",4754,267574,113,6,4482,159,0
"茨城県",10221,33068,265,6,9795,161,0
"栃木県",6762,277854,196,11,6485,81,0
"群馬県",7996,186476,88,10,7759,149,0
"埼玉県",45380,934773,896,29,43659,825,0
"千葉県",38951,657307,953,19,37298,700,0
"東京都",168321,2427055,3458,42,162671,2192,0
"神奈川県",65121,997435,1642,42,62546,933,0
"新潟県",3383,160485,102,6,3234,47,0
"富山県",2000,70118,72,2,1891,37,0
"石川県",3901,116526,76,2,3708,114,3
"福井県",1088,62522,35,0,1019,34,0
"山梨県",1881,50098,202,1,1659,20,0
"長野県",4954,194537,77,2,4861,90,74
"岐阜県",9340,260673,233,10,8924,183,0
"静岡県",8988,385907,371,5,8470,147,0
"愛知県",50169,790726,1987,56,47265,917,0
"三重県",5178,137890,128,6,5077,109,136
"滋賀県",5474,144163,186,6,5200,88,0
"京都府",16433,273949,276,17,15905,234,18
"大阪府",102223,2018401,2198,215,96618,2584,823
"兵庫県",40646,490229,482,35,38894,1271,1
"奈良県",8134,162259,141,10,7870,123,0
"和歌山県",2656,41295,14,4,2537,48,57
"鳥取県",466,80596,3,0,454,2,7
"島根県",551,29236,9,1,541,1,0
"岡山県",7571,158467,139,4,7302,123,7
"広島県",11323,527692,297,19,10794,164,68
"山口県",3095,116931,129,1,2895,71,0
"徳島県",1650,62712,19,0,1568,63,0
"香川県",2082,82922,50,3,2008,29,5
"愛媛県",2747,93530,19,4,2653,75,0
"高知県",1705,10818,88,7,1594,23,0
"福岡県",35138,802420,958,37,33647,510,23
"佐賀県",2543,54413,17,1,2539,24,37
"長崎県",3098,120069,94,0,2935,69,0
"熊本県",6432,80727,103,9,6218,111,0
"大分県",3475,161250,52,1,3363,60,0
"宮崎県",3067,43842,27,0,3003,27,10
"鹿児島県",3630,108991,135,2,3486,33,24
"沖縄県",19967,241509,1650,71,18156,167,6
