"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",44691,859592,1744,5,41354,1425,168
"青森県",2712,56270,113,0,2567,32,0
"岩手県",2011,94165,129,0,1835,47,0
"宮城県",9944,172542,306,3,9521,91,26
"秋田県",1021,17280,41,1,960,20,0
"山形県",2153,71045,68,0,2038,47,0
"福島県",5832,313481,584,10,5086,162,0
"茨城県",12663,34777,1245,6,11249,169,0
"栃木県",8387,350446,859,11,7442,86,0
"群馬県",8896,214049,615,2,8126,155,0
"埼玉県",57842,1089441,8231,53,48762,849,0
"千葉県",49944,784901,4805,32,44405,734,0
"東京都",221026,2813648,24774,101,193959,2293,0
"神奈川県",84607,1161454,8295,74,75325,987,0
"新潟県",4065,195780,414,1,3597,54,0
"富山県",2307,81846,184,2,2084,38,1
"石川県",5105,136815,781,5,4199,118,7
"福井県",1631,79621,193,0,1402,36,0
"山梨県",2353,72269,147,0,2185,21,0
"長野県",5333,225305,210,0,5100,94,71
"岐阜県",9806,295849,190,2,9428,188,0
"静岡県",10954,450893,1155,3,9642,157,0
"愛知県",54006,916619,1769,10,51229,1008,0
"三重県",5800,159799,286,4,5543,114,143
"滋賀県",6067,170342,327,3,5647,93,0
"京都府",18497,312778,1021,15,17061,249,166
"大阪府",115025,2480824,7037,224,104289,2721,978
"兵庫県",43987,557629,1666,26,41005,1316,0
"奈良県",9133,186050,439,8,8561,133,0
"和歌山県",3004,45176,204,9,2682,49,69
"鳥取県",799,99076,176,1,559,2,62
"島根県",738,36029,95,1,641,2,0
"岡山県",8279,183050,245,3,7612,127,295
"広島県",12149,587777,293,6,11601,179,76
"山口県",3306,130605,113,0,3113,80,0
"徳島県",1793,72540,72,1,1658,63,0
"香川県",2307,94332,157,1,2122,32,4
"愛媛県",2933,105655,125,3,2731,77,0
"高知県",2098,62480,110,6,1959,29,0
"福岡県",39804,922807,2662,12,36176,533,433
"佐賀県",2760,64357,108,0,2641,24,13
"長崎県",3495,137484,187,0,3240,69,1
"熊本県",6914,85780,332,0,6461,121,0
"大分県",3687,186874,147,0,3476,64,0
"宮崎県",3221,45764,103,0,3098,27,7
"鹿児島県",3999,119936,174,0,3794,39,8
"沖縄県",25128,284333,2700,60,22141,236,51
