"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",2933,78717,362,4,2462,109,0
"青森県",206,4462,121,3,83,2,0
"岩手県",27,5235,4,0,23,0,0
"宮城県",655,13437,125,4,528,2,0
"秋田県",61,2481,2,0,59,0,0
"山形県",86,5995,5,0,80,1,0
"福島県",387,28254,42,5,339,6,0
"茨城県",750,13751,21,1,711,18,0
"栃木県",482,41671,21,0,461,1,1
"群馬県",884,28548,100,5,755,19,10
"埼玉県",5726,180341,394,9,5226,106,0
"千葉県",4920,122293,387,10,4455,78,0
"東京都",30456,585729,1632,30,28373,451,0
"神奈川県",8517,195864,528,20,7823,166,0
"新潟県",182,17566,3,0,179,0,0
"富山県",422,14431,0,0,396,26,0
"石川県",803,16704,12,0,742,49,0
"福井県",256,10979,1,0,244,11,0
"山梨県",209,11514,8,0,195,6,0
"長野県",335,22681,8,1,326,4,3
"岐阜県",672,26569,28,1,633,11,0
"静岡県",620,42132,39,0,579,2,0
"愛知県",5941,96089,294,10,5555,92,0
"三重県",555,15456,9,2,539,7,0
"滋賀県",546,13962,19,0,518,9,0
"京都府",1989,51757,63,0,1896,30,0
"大阪府",12348,230194,723,25,11372,236,17
"兵庫県",3157,67302,149,15,2946,62,0
"奈良県",631,24388,18,1,604,9,0
"和歌山県",273,10349,10,2,254,4,5
"鳥取県",38,5729,3,0,35,0,0
"島根県",141,6189,1,0,140,0,0
"岡山県",230,10217,23,1,161,1,45
"広島県",657,27197,12,0,640,5,0
"山口県",213,11826,4,0,207,2,0
"徳島県",164,7432,5,0,150,9,0
"香川県",101,13321,4,0,95,2,0
"愛媛県",116,4337,0,0,110,6,0
"高知県",144,3621,3,0,137,4,0
"福岡県",5194,161242,67,4,5026,101,0
"佐賀県",254,7005,2,0,254,0,2
"長崎県",244,22048,2,0,239,3,0,"G48の関数（=O47=★当日データ★!E"
"熊本県",779,19151,35,0,728,8,8
"大分県",159,20506,0,0,156,3,0
"宮崎県",367,8772,1,0,366,1,1
"鹿児島県",463,22011,7,0,456,12,12
"沖縄県",3245,56121,345,8,2846,58,4
