"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1339,25042,81,5,1156,102,0
"青森県",30,1201,4,0,25,1,0
"岩手県",0,1224,0,0,0,0,0
"宮城県",132,5103,31,0,100,1,0
"秋田県",16,1032,0,0,16,0,0
"山形県",75,2817,4,0,71,1,1
"福島県",84,8488,2,0,82,0,0
"茨城県",225,6066,22,2,193,10,0
"栃木県",124,10851,30,0,90,0,4
"群馬県",167,6836,12,1,136,19,0
"埼玉県",1754,50742,440,6,1247,67,0
"千葉県",1300,23565,250,2,1004,46,0
"東京都",9411,137338,2028,12,7057,326,0
"神奈川県",1998,15233,262,9,1638,98,0
"新潟県",89,5578,5,0,83,0,1
"富山県",231,4533,3,0,206,22,0
"石川県",303,3005,6,1,270,27,0
"福井県",126,4005,4,0,114,8,0
"山梨県",77,6427,2,0,74,1,0
"長野県",84,5055,7,0,76,"-",1
"岐阜県",177,6981,19,0,151,7,0
"静岡県",104,9608,19,0,84,1,0
"愛知県",613,15158,90,0,489,34,0
"三重県",56,3299,8,0,46,1,1
"滋賀県",110,3296,6,1,103,1,0
"京都府",490,13461,77,0,395,18,0
"大阪府",2245,51997,286,4,1873,86,0
"兵庫県",813,18933,71,0,697,45,0
"奈良県",154,5045,49,0,103,2,0
"和歌山県",89,4984,13,1,73,3,0
"鳥取県",5,2214,2,0,3,0,0
"島根県",25,1992,1,0,24,0,0
"岡山県",41,2341,9,"-",28,"-",4
"広島県",207,8806,35,0,170,3,1
"山口県",42,3230,5,0,37,0,0
"徳島県",10,1415,5,0,4,1,0
"香川県",44,3607,16,0,28,0,0
"愛媛県",82,2707,0,0,77,5,0
"高知県",76,2130,2,0,71,3,0
"福岡県",996,19119,100,3,863,33,0
"佐賀県",47,1781,0,0,47,0,0
"長崎県",40,4753,23,"-",16,1,0,"G48の関数（=O47=★当日デー"
"熊本県",50,4527,1,0,46,3,0
"大分県",60,5689,0,0,59,1,0
"宮崎県",20,1770,2,0,18,0,0
"鹿児島県",165,8314,75,0,89,0,1
"沖縄県",151,3457,6,0,142,7,0
