"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",2854,76941,343,3,2402,109,0
"青森県",195,4380,116,2,77,2,0
"岩手県",27,5222,4,0,23,0,0
"宮城県",610,13300,85,3,523,2,0
"秋田県",61,2464,2,0,59,0,0
"山形県",86,5917,6,0,79,1,0
"福島県",387,27846,46,5,335,6,0
"茨城県",744,13674,17,1,709,18,0
"栃木県",480,41603,26,0,454,1,1
"群馬県",874,28285,99,5,752,19,4
"埼玉県",5682,177818,387,9,5189,106,0
"千葉県",4880,121673,381,11,4421,78,0
"東京都",30285,580494,1616,33,28218,451,0
"神奈川県",8453,193081,536,21,7752,165,0
"新潟県",182,17489,3,0,179,0,0
"富山県",422,14373,0,0,396,26,0
"石川県",800,16493,11,0,740,49,0
"福井県",256,10927,2,0,243,11,0
"山梨県",206,11474,6,0,194,6,0
"長野県",334,22491,7,1,326,4,3
"岐阜県",672,26370,28,1,633,11,0
"静岡県",605,41601,27,0,576,2,0
"愛知県",5906,95251,276,11,5538,92,0
"三重県",555,15441,10,2,538,7,0
"滋賀県",543,13830,19,0,515,9,0
"京都府",1981,51562,63,0,1888,30,0
"大阪府",12231,227942,653,26,11326,235,17
"兵庫県",3147,66897,144,14,2942,61,0
"奈良県",626,24237,15,1,602,9,0
"和歌山県",272,10313,12,2,252,4,4
"鳥取県",37,5679,2,0,35,0,0
"島根県",141,6154,1,0,140,0,0
"岡山県",215,10217,23,1,161,1,30
"広島県",656,27097,15,0,636,5,0
"山口県",213,11710,5,1,206,2,0
"徳島県",164,7421,5,0,150,9,0
"香川県",101,13252,4,0,95,2,0
"愛媛県",116,4319,0,0,110,6,0
"高知県",143,3615,3,0,136,4,0
"福岡県",5189,160141,66,4,5022,101,0
"佐賀県",254,6968,2,0,254,0,2
"長崎県",244,21887,2,0,239,3,0,"G48の関数（=O47=★当日データ★!E49"
"熊本県",774,19110,37,0,724,8,5
"大分県",159,20342,0,0,156,3,0
"宮崎県",367,8765,1,0,366,1,1
"鹿児島県",463,21887,7,0,456,12,12
"沖縄県",3217,54559,333,9,2830,58,4
