"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",24170,529203,1626,22,21568,860,116
"青森県",1576,33175,265,1,1289,22,0
"岩手県",912,55900,127,2,754,31,0
"宮城県",8042,118898,453,10,7510,66,13
"秋田県",455,10180,72,0,374,9,0
"山形県",1513,47660,188,4,1293,32,0
"福島県",3373,186843,364,12,2886,123,0
"茨城県",8143,29913,545,19,7465,133,0
"栃木県",5349,215075,242,2,5036,71,0
"群馬県",6014,137279,452,3,5458,104,0
"埼玉県",37801,754485,2207,34,34849,745,0
"千葉県",33209,547445,1306,18,31281,622,0
"東京都",139076,2015241,6555,65,130630,1891,0
"神奈川県",53535,805963,1919,37,50800,816,0
"新潟県",2285,108390,343,1,1917,25,0
"富山県",1319,51908,148,7,1142,29,0
"石川県",2467,70424,310,14,2084,71,2
"福井県",875,47194,135,2,707,33,0
"山梨県",1193,35312,98,1,1076,19,0
"長野県",3854,147408,342,5,3528,68,84
"岐阜県",5879,187984,458,4,5289,132,0
"静岡県",6459,293084,268,2,6040,121,30
"愛知県",33151,557541,3067,33,29456,628,0
"三重県",3765,98154,604,10,3178,81,98
"滋賀県",3724,105306,520,9,3143,61,0
"京都府",12387,213779,1411,18,10829,186,39
"大阪府",81185,1422427,19118,412,59867,1456,744
"兵庫県",31171,378524,4823,91,25673,675,0
"奈良県",6171,125853,1000,24,5095,76,0
"和歌山県",2158,34005,315,56,1782,28,33
"鳥取県",372,61690,61,0,304,2,5
"島根県",347,19437,42,1,305,0,0
"岡山県",3946,95544,576,15,3157,40,173
"広島県",5889,249308,357,7,5381,109,42
"山口県",1834,82172,263,4,1527,44,0
"徳島県",1295,43401,344,6,908,43,0
"香川県",1259,61766,180,2,1063,22,6
"愛媛県",2330,61782,362,11,1928,40,0
"高知県",1040,7916,69,3,951,20,0
"福岡県",22784,597595,2723,22,19712,349,0
"佐賀県",1604,38623,220,2,1387,13,16
"長崎県",2077,91927,336,6,1711,41,11
"熊本県",4110,64737,453,10,3579,78,0
"大分県",1855,111326,464,2,1366,25,0
"宮崎県",2212,30480,148,0,2034,22,8
"鹿児島県",2123,81722,121,1,1969,28,5
"沖縄県",12463,191141,1119,10,11214,136,6
