都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,279661,2019662,23369,6,254608,1985,301
青森県,45895,217054,4912,0,40889,94,0
岩手県,26181,244710,3379,1,22718,84,0
宮城県,71789,510313,5698,3,65652,185,254
秋田県,23466,56722,2582,1,20830,54,0
山形県,22354,182885,2125,1,20144,85,0
福島県,49698,745547,5181,2,44311,206,0
茨城県,140555,45308,5271,3,134869,415,0
栃木県,78013,707657,7249,1,70500,264,0
群馬県,82070,589154,3995,1,77769,306,0
埼玉県,501993,2627216,19436,8,481127,1430,0
千葉県,414113,1921694,17842,8,383771,1736,10764
東京都,1415397,6389291,78078,16,1333009,4310,0
神奈川県,689654,2180686,20509,26,667024,2121,0
新潟県,58479,581560,3999,1,54389,91,0
富山県,31472,225625,1587,0,29795,90,0
石川県,41892,390866,4156,6,37524,189,23
福井県,26173,287701,1108,1,25020,45,0
山梨県,27977,274619,1174,0,26749,67,13
長野県,59885,646020,4837,0,54359,174,515
岐阜県,82927,792548,4546,0,77673,323,385
静岡県,143354,1138476,6608,1,136171,398,177
愛知県,471543,2478090,24325,15,445207,2011,0
三重県,69278,464184,4288,0,66411,284,1705
滋賀県,79215,574737,3988,0,75016,211,0
京都府,176987,768032,7716,9,167986,699,586
大阪府,880713,6593652,32439,32,843360,4906,8
兵庫県,377010,1446340,12270,13,362563,2181,4
奈良県,83613,476228,7133,3,76115,365,0
和歌山県,34833,153297,1497,1,33031,112,193
鳥取県,11677,339945,1017,0,10502,14,144
島根県,13021,166688,1561,1,11446,14,0
岡山県,77376,520624,4573,3,69371,234,3198
広島県,121524,1662088,11509,7,109555,460,0
山口県,35640,517521,1885,1,33582,173,0
徳島県,18442,191658,630,0,17737,79,4
香川県,37689,246967,2664,0,34907,118,0
愛媛県,31862,321882,2170,3,29558,134,0
高知県,20593,244539,1285,2,19204,104,0
福岡県,359573,2423506,27566,10,324411,1192,6404
佐賀県,42677,243900,4042,0,35777,96,2762
長崎県,42117,333731,4177,3,39879,120,2059
熊本県,79368,254043,5860,3,73231,277,0
大分県,41773,523607,2642,0,38981,150,0
宮崎県,38101,174809,3972,0,34081,126,78
鹿児島県,60782,354043,5801,2,54430,177,374
沖縄県,153804,733089,10987,6,142356,447,14
