"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1996,54197,105,1,1784,107,0
"青森県",35,2329,0,0,34,1,0
"岩手県",23,3974,0,0,23,0,0
"宮城県",375,9881,67,0,306,2,0
"秋田県",53,2082,2,0,51,0,0
"山形県",78,5079,2,1,76,1,1
"福島県",232,18810,41,1,189,2,0
"茨城県",631,12228,29,5,585,17,0
"栃木県",411,28699,66,1,333,1,11
"群馬県",688,19671,124,0,541,19,4
"埼玉県",4494,135235,247,8,4147,100,0
"千葉県",3715,77280,309,8,3336,70,0
"東京都",24648,427531,2132,29,22121,395,0
"神奈川県",6509,144192,460,30,5913,136,0
"新潟県",168,14835,19,1,149,0,0
"富山県",410,11637,5,0,380,25,0
"石川県",763,12132,57,0,660,46,0
"福井県",244,9575,4,2,228,10,2
"山梨県",180,10434,3,1,171,6,0
"長野県",303,18305,7,0,301,1,6
"岐阜県",606,21729,15,1,581,10,0
"静岡県",522,32231,11,1,510,1,0
"愛知県",5145,71793,380,13,4682,83,0
"三重県",483,12042,80,4,396,7,0
"滋賀県",483,11309,17,0,458,8,0
"京都府",1705,40361,70,1,1610,25,0
"大阪府",10271,174612,610,30,9452,199,10
"兵庫県",2616,53691,97,6,2462,57,0
"奈良県",558,19714,13,0,536,9,0
"和歌山県",238,9123,3,0,228,4,3
"鳥取県",36,5386,12,0,24,0,0
"島根県",138,5334,0,0,137,0,1
"岡山県",149,7861,1,"-",147,"-",1
"広島県",492,19986,22,1,466,3,1
"山口県",195,9263,7,1,186,2,0
"徳島県",147,6806,21,0,114,9,3
"香川県",93,10297,8,0,83,2,0
"愛媛県",114,4021,0,0,108,6,0
"高知県",137,3406,0,0,133,4,0
"福岡県",5007,46778,160,10,4755,92,0
"佐賀県",244,5746,2,0,244,0,2
"長崎県",236,17663,3,0,230,3,0,"G48の関数（"
"熊本県",572,16109,11,0,553,8,0
"大分県",158,15981,4,0,152,2,0
"宮崎県",344,8514,2,0,342,1,1
"鹿児島県",389,18115,16,0,373,12,12
"沖縄県",2382,37072,137,7,2204,45,4
