"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1632,36655,129,3,1400,103,0
"青森県",33,1755,1,0,31,1,0
"岩手県",9,2257,5,0,4,0,0
"宮城県",185,7166,8,1,176,1,0
"秋田県",44,1578,16,0,27,0,1
"山形県",76,3007,0,0,76,1,1
"福島県",109,12215,19,1,90,0,0
"茨城県",463,9419,81,1,372,10,0
"栃木県",282,18751,39,2,230,1,12
"群馬県",307,10523,99,0,189,19,0
"埼玉県",3280,92173,516,11,2682,82,0
"千葉県",2532,45960,482,9,1992,58,0
"東京都",18082,265644,3338,31,14400,344,0
"神奈川県",3988,93284,652,21,3231,105,0
"新潟県",133,11029,9,0,123,0,1
"富山県",319,6762,53,3,247,22,3
"石川県",486,4189,138,2,319,29,0
"福井県",155,5978,6,1,141,8,0
"山梨県",142,8731,21,0,120,1,0
"長野県",150,11135,28,0,126,"-",4
"岐阜県",520,15712,64,3,448,8,0
"静岡県",425,19718,73,2,351,1,0
"愛知県",3787,40609,1323,15,2414,45,5
"三重県",285,7642,92,1,191,2,0
"滋賀県",354,7340,105,4,245,4,0
"京都府",1138,25126,192,4,925,21,0
"大阪府",7101,108525,1695,65,5284,117,5
"兵庫県",1924,36814,280,11,1596,48,0
"奈良県",440,11572,122,3,315,3,0
"和歌山県",209,7467,32,1,171,4,2
"鳥取県",21,4351,11,0,10,0,0
"島根県",133,4257,85,0,48,0,0
"岡山県",128,3847,20,"-",90,"-",18
"広島県",437,16267,37,1,397,3,0
"山口県",84,5119,18,0,66,0,0
"徳島県",95,4049,47,0,40,1,7
"香川県",65,6505,8,0,56,1,0
"愛媛県",110,3454,9,0,95,6,0
"高知県",103,2616,20,0,80,3,0
"福岡県",3683,35498,1013,23,2628,42,0
"佐賀県",199,4034,50,0,150,0,1
"長崎県",189,11135,31,"-",36,3,119,"G48の関数（=O47=★当日デー"
"熊本県",417,9343,95,4,252,7,63
"大分県",120,9554,36,0,83,1,0
"宮崎県",273,7054,66,0,207,1,1
"鹿児島県",335,13513,64,2,253,7,11
"沖縄県",1689,18954,856,14,823,14,0
