"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",22689,499805,1042,24,20797,816,34
"青森県",1376,30552,195,0,1161,20,0
"岩手県",794,53052,47,1,716,31,0
"宮城県",7730,112508,794,18,6843,53,40
"秋田県",395,9367,63,1,323,9,0
"山形県",1381,44283,201,5,1150,30,0
"福島県",3061,174546,282,12,2660,119,0
"茨城県",7579,28679,443,12,7006,130,0
"栃木県",5128,191211,185,3,4873,70,0
"群馬県",5566,130760,283,4,5181,102,0
"埼玉県",36004,720404,1901,30,33368,735,0
"千葉県",31931,518752,1157,11,30163,611,0
"東京都",132042,1933755,5314,48,124872,1856,0
"神奈川県",51430,770853,1601,28,49027,802,0
"新潟県",2033,98844,312,3,1703,18,0
"富山県",1186,48059,140,1,1017,29,0
"石川県",2248,67232,219,12,1959,68,2
"福井県",779,42922,135,1,613,31,0
"山梨県",1095,35312,65,1,1011,19,0
"長野県",3580,138456,387,2,3175,54,36
"岐阜県",5448,177649,301,4,5018,129,0
"静岡県",6208,278881,253,3,5834,121,0
"愛知県",30507,523282,2185,15,27708,614,0
"三重県",3283,86936,356,16,2939,75,87
"滋賀県",3323,98332,398,4,2864,61,0
"京都府",11153,200233,1008,12,10001,179,35
"大阪府",71083,1282070,14736,322,54466,1301,580
"兵庫県",26459,348467,4147,89,21679,633,0
"奈良県",5360,116246,919,21,4377,64,0
"和歌山県",1898,30171,367,49,1483,20,28
"鳥取県",350,58327,83,0,255,2,10
"島根県",310,18895,9,0,301,0,0
"岡山県",3340,89012,246,4,2742,35,317
"広島県",5495,216159,177,2,5189,107,22
"山口県",1617,77872,163,0,1411,43,0
"徳島県",1000,39353,334,7,638,28,0
"香川県",1102,58421,141,3,946,20,5
"愛媛県",2051,53537,368,8,1654,29,0
"高知県",973,7643,25,0,929,19,0
"福岡県",20509,562560,1103,14,19061,345,0
"佐賀県",1420,35830,151,0,1277,13,21
"長崎県",1807,86946,147,1,1620,40,0
"熊本県",3727,60343,176,3,3474,77,0
"大分県",1415,103306,70,1,1322,23,0
"宮崎県",2053,27993,49,0,1986,22,4
"鹿児島県",1985,79223,77,0,1906,28,26
"沖縄県",11747,183347,1293,10,10330,130,6
