"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",41294,775042,1210,30,38782,1394,92
"青森県",2490,50446,41,0,2418,31,0
"岩手県",1670,84243,44,2,1580,46,0
"宮城県",9120,156448,58,3,8966,90,6
"秋田県",862,15299,88,1,754,20,0
"山形県",2020,65627,12,2,1961,47,0
"福島県",4868,278371,118,4,4589,161,0
"茨城県",10517,33256,256,4,10097,164,0
"栃木県",6996,284683,228,12,6687,81,0
"群馬県",8032,193138,47,5,7833,152,0
"埼玉県",46329,963824,1005,14,44494,830,0
"千葉県",40147,681888,1027,17,38415,705,0
"東京都",173220,2508865,4148,43,166841,2231,0
"神奈川県",67182,1033536,1692,41,64543,947,0
"新潟県",3398,170581,38,3,3308,52,0
"富山県",2040,73423,43,1,1959,38,0
"石川県",3930,121895,31,0,3781,115,3
"福井県",1271,68713,164,0,1073,34,0
"山梨県",2093,54750,140,1,1933,21,1
"長野県",5031,206319,70,1,4945,91,75
"岐阜県",9439,269035,117,3,9136,186,0
"静岡県",9278,402049,288,5,8840,150,0
"愛知県",50922,824829,978,25,48984,960,0
"三重県",5253,142045,86,4,5194,111,138
"滋賀県",5551,150626,93,6,5368,90,0
"京都府",16574,281581,142,12,16175,242,15
"大阪府",103275,2138841,1293,149,98507,2668,807
"兵庫県",40867,505587,245,17,39337,1288,3
"奈良県",8318,168559,199,5,7990,129,0
"和歌山県",2680,41777,20,1,2553,49,58
"鳥取県",470,82819,3,0,455,2,10
"島根県",553,29812,3,1,549,1,0
"岡山県",7588,162012,72,8,7385,126,5
"広島県",11494,548898,136,12,11170,175,13
"山口県",3133,119622,52,1,3004,77,0
"徳島県",1656,64645,8,0,1585,63,0
"香川県",2095,85319,25,1,2045,30,5
"愛媛県",2754,95450,10,3,2669,75,0
"高知県",1820,11392,103,8,1692,25,0
"福岡県",35482,827716,440,14,34496,520,26
"佐賀県",2555,56642,14,0,2553,24,36
"長崎県",3178,124230,85,0,3024,69,0
"熊本県",6478,81928,70,5,6292,116,0
"大分県",3491,167489,29,0,3399,63,0
"宮崎県",3076,44176,20,0,3019,27,10
"鹿児島県",3671,110866,53,1,3614,38,34
"沖縄県",20716,249853,1115,58,19426,181,6
