都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,61177,1228195,96,1,59615,1472,6
青森県,5897,101111,0,0,5859,38,0
岩手県,3487,132387,0,0,3434,53,0
宮城県,16283,258911,4,0,16161,118,0
秋田県,1933,27511,7,0,1899,27,0
山形県,3604,111319,45,0,3503,56,0
福島県,9488,454804,2,1,9310,176,0
茨城県,24449,40561,0,0,24229,220,0
栃木県,15492,515351,11,0,15364,117,0
群馬県,16954,336188,83,2,16695,176,0
埼玉県,115883,1596558,73,3,114752,1058,0
千葉県,100505,1194844,37,0,99435,1028,5
東京都,382267,4034545,150,3,378949,3168,0
神奈川県,169330,1769942,68,1,167948,1314,0
新潟県,8037,313093,16,0,7960,61,0
富山県,4868,127870,0,0,4816,52,0
石川県,7969,208696,0,0,7818,129,22
福井県,3115,124439,0,0,3077,38,0
山梨県,5156,129682,0,0,5127,29,0
長野県,8889,354535,7,0,8841,97,56
岐阜県,19261,456207,8,0,19035,218,0
静岡県,26810,698683,22,0,26571,209,8
愛知県,106615,1462456,49,0,105405,1161,0
三重県,14817,261535,2,0,14979,163,327
滋賀県,12435,286777,4,0,12327,104,0
京都府,35996,458227,13,1,35692,291,0
大阪府,203213,4067071,122,7,200027,3064,0
兵庫県,78716,832706,57,5,77263,1396,0
奈良県,15934,274728,4,0,15781,149,0
和歌山県,5303,67715,1,0,5135,62,105
鳥取県,1669,163616,0,0,1639,5,25
島根県,1733,62214,1,0,1727,5,0
岡山県,15543,302178,27,1,15379,136,1
広島県,22175,962177,14,0,21959,202,0
山口県,5792,206698,2,0,5697,93,0
徳島県,3291,113633,0,0,3225,66,0
香川県,4705,141150,0,0,4666,38,1
愛媛県,5412,169211,1,0,5329,82,0
高知県,4167,105447,0,0,4134,33,0
福岡県,74650,1384037,54,3,73971,625,0
佐賀県,5866,116497,0,0,5891,30,55
長崎県,6119,197642,0,0,6046,73,0
熊本県,14395,124752,0,0,14259,136,0
大分県,8187,294960,0,0,8103,84,0
宮崎県,6153,73105,2,0,6094,41,16
鹿児島県,9103,174781,0,0,9037,66,0
沖縄県,50335,425592,25,0,49917,398,5
