"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1960,53173,98,1,1756,106,0
"青森県",35,2282,2,0,32,1,0
"岩手県",23,3860,0,0,23,0,0
"宮城県",367,9738,81,1,284,2,0
"秋田県",53,1964,2,0,51,0,0
"山形県",78,5038,2,1,76,1,1
"福島県",225,18429,38,1,185,2,0
"茨城県",627,12026,38,5,573,16,0
"栃木県",400,27909,61,1,315,1,23
"群馬県",670,18959,130,0,521,19,0
"埼玉県",4448,131305,287,6,4061,100,0
"千葉県",3651,74727,346,6,3237,68,0
"東京都",24306,411359,2375,27,21540,391,0
"神奈川県",6403,138519,635,24,5633,135,0
"新潟県",165,14594,21,1,144,0,0
"富山県",410,11364,5,0,380,25,0
"石川県",756,11835,65,0,646,45,0
"福井県",244,9502,11,2,221,10,2
"山梨県",180,10263,7,2,168,5,0
"長野県",303,17873,10,0,298,1,6
"岐阜県",599,21238,32,1,557,10,0
"静岡県",517,31367,22,1,494,1,0
"愛知県",5103,69242,410,16,4612,81,0
"三重県",475,11898,76,5,393,5,1
"滋賀県",479,11208,21,0,451,7,0
"京都府",1659,38110,80,1,1554,25,0
"大阪府",10099,170643,724,29,9173,193,9
"兵庫県",2575,52677,123,9,2395,57,0
"奈良県",555,19076,17,1,529,9,0
"和歌山県",236,9025,2,0,227,4,3
"鳥取県",36,5355,13,0,23,0,0
"島根県",137,5309,0,0,137,0,0
"岡山県",148,7861,1,"-",146,"-",1
"広島県",476,19573,10,0,463,3,0
"山口県",195,8891,16,1,177,1,1
"徳島県",147,6778,28,0,112,9,2
"香川県",93,10083,9,0,82,2,0
"愛媛県",114,3973,0,0,108,6,0
"高知県",137,3403,1,0,132,4,0
"福岡県",5004,46615,185,12,4734,91,6
"佐賀県",244,5690,2,0,244,0,2
"長崎県",236,17290,3,0,227,3,3,"G48の関数（"
"熊本県",571,16066,18,0,545,8,0
"大分県",158,15519,5,0,151,2,0
"宮崎県",344,8455,4,0,340,1,1
"鹿児島県",377,17562,7,0,370,12,12
"沖縄県",2358,36091,145,10,2172,45,4
