都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,731371,3062910,18016,1,710198,2569,588
青森県,154776,413888,4620,3,149871,285,0
岩手県,105874,451346,2523,1,103160,191,0
宮城県,254510,891972,21478,6,204624,384,28024
秋田県,97660,74586,8893,3,88548,219,0
山形県,102611,283171,6644,0,90443,189,5335
福島県,182709,1149922,4609,0,177840,260,0
茨城県,356516,1654084,20140,5,301424,667,34285
栃木県,220079,948122,5715,3,213878,486,0
群馬県,230958,885827,8371,2,223006,462,881
埼玉県,1172679,3907694,19875,11,1150454,2350,0
千葉県,933046,2843675,16849,7,904076,2524,9597
東京都,3132636,9288202,62190,16,3064678,5768,0
神奈川県,1466494,4650197,24882,24,1438655,2957,0
新潟県,228541,942873,7128,0,221262,151,0
富山県,126289,359384,3916,0,122202,171,0
石川県,158432,761163,4353,0,153776,280,23
福井県,111874,452103,2077,0,109700,97,0
山梨県,94018,511528,2117,0,91756,152,7
長野県,202827,1017239,4858,1,197037,334,598
岐阜県,289197,1285919,5771,0,282082,579,765
静岡県,485298,1797604,9691,5,470938,737,3932
愛知県,1343369,4057828,35569,12,1304963,2837,0
三重県,248911,820741,10232,1,226621,521,11537
滋賀県,229743,953919,6122,1,223310,311,0
京都府,471772,1197256,17860,33,451694,1033,1185
大阪府,2074315,9623328,50934,34,2016988,6393,0
兵庫県,995300,2449935,15748,11,976711,2841,0
奈良県,223891,730971,33995,2,189445,521,70
和歌山県,131202,317668,2397,3,128250,246,309
鳥取県,61528,703683,9238,1,44778,71,7441
島根県,80909,359474,2321,0,78496,92,0
岡山県,269567,816883,6379,4,259947,401,2840
広島県,420357,2686976,19060,4,400555,742,0
山口県,160642,827032,3535,1,156728,379,0
徳島県,91729,288450,1691,3,89875,170,7
香川県,140218,401333,3601,2,136330,287,0
愛媛県,159658,625148,4255,1,155115,288,0
高知県,98700,487995,5424,5,92983,293,0
福岡県,1070035,3904978,29861,9,1021858,1922,16394
佐賀県,155449,377021,12844,1,125171,218,17216
長崎県,209802,742894,21922,2,177499,322,10059
熊本県,325661,540288,8680,6,316363,618,0
大分県,173607,888453,2796,4,170465,346,0
宮崎県,193026,238530,3985,1,187974,354,713
鹿児島県,295875,738473,3355,2,286186,530,5804
沖縄県,497035,1176259,3534,7,492527,706,268
