都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,357866,2246417,18802,6,337573,2062,571
青森県,56354,245576,1980,0,54270,104,0
岩手県,34581,278652,2392,0,32099,90,0
宮城県,86566,580032,3214,0,83007,197,148
秋田県,30300,62198,1311,0,28922,67,0
山形県,28377,194278,1732,0,26551,94,0
福島県,63299,824753,2410,0,60667,222,0
茨城県,158567,1240444,2388,2,155741,438,0
栃木県,90739,748244,2043,1,88423,273,0
群馬県,94120,642687,2361,1,91440,319,0
埼玉県,549778,2826433,8113,0,540067,1598,0
千葉県,449042,2076474,6831,4,435965,1777,4469
東京都,1538037,6847166,31625,4,1501916,4496,0
神奈川県,752806,2180686,11359,9,739249,2198,0
新潟県,71660,649399,2596,1,68973,91,0
富山県,37187,248002,2106,1,34988,93,0
石川県,55607,448409,3139,1,52250,195,23
福井県,35147,324211,1603,0,33499,45,0
山梨県,32415,327859,1030,0,31322,68,5
長野県,73148,721439,2320,1,70609,193,26
岐阜県,100578,882581,4109,0,95882,336,251
静岡県,169519,1242572,6300,1,162679,409,131
愛知県,538631,2710095,16627,5,519942,2062,0
三重県,81886,518286,2493,0,81048,301,1956
滋賀県,90460,642552,2444,0,87797,219,0
京都府,203032,830505,6264,9,195832,716,220
大阪府,971507,7072813,24244,20,942222,5041,0
兵庫県,423346,1559290,10468,4,410647,2232,1
奈良県,92450,514758,3157,0,88907,386,0
和歌山県,42015,172710,969,0,40720,117,209
鳥取県,14997,394588,793,0,13987,20,197
島根県,16849,210439,697,0,16137,15,0
岡山県,97758,579695,4564,1,90421,247,2526
広島県,156250,1858559,9337,0,146428,485,0
山口県,44427,567065,2268,1,41983,176,0
徳島県,22067,212929,770,0,21218,83,4
香川県,47959,274738,1905,0,45930,124,0
愛媛県,39352,358985,1553,2,37660,139,0
高知県,27455,290944,1495,0,25847,113,0
福岡県,424126,2673740,13148,3,403552,1253,6173
佐賀県,52198,275881,1806,0,47892,105,2395
長崎県,58241,379553,3122,1,55024,124,29
熊本県,97801,281190,4569,3,92941,291,0
大分県,53782,582439,2197,0,51425,160,0
宮崎県,52601,190415,2989,0,49547,142,77
鹿児島県,82302,412373,3895,0,77990,198,219
沖縄県,213780,846212,12466,12,200815,460,39
