"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",47422,890225,2926,15,42943,1429,124
"青森県",2909,59402,223,0,2654,32,0
"岩手県",2205,96762,217,0,1941,47,0
"宮城県",10705,178933,783,9,9790,91,41
"秋田県",1104,18267,81,2,1002,21,0
"山形県",2393,74544,255,3,2091,47,0
"福島県",6619,327389,881,14,5576,162,0
"茨城県",14784,35770,1957,24,12655,172,0
"栃木県",9510,361224,1369,17,8051,90,0
"群馬県",9994,225562,1149,15,8690,155,0
"埼玉県",68449,1143672,16243,102,51349,857,0
"千葉県",58225,831453,8145,59,49343,737,0
"東京都",254781,2940003,34902,176,217562,2317,0
"神奈川県",100492,1240296,13224,172,86259,1009,0
"新潟県",4681,207376,697,6,3930,54,0
"富山県",2649,85608,390,6,2221,38,0
"石川県",5836,141770,784,11,4925,119,8
"福井県",1902,84722,277,1,1589,36,0
"山梨県",2899,76621,456,1,2424,21,2
"長野県",5770,236057,430,0,5317,94,71
"岐阜県",10260,303500,450,4,9621,189,0
"静岡県",12492,468440,1819,8,10516,157,0
"愛知県",56848,951032,3298,14,52537,1013,0
"三重県",6400,164729,706,10,5739,114,159
"滋賀県",6838,177973,816,4,5928,94,0
"京都府",20629,324048,2414,73,17859,249,107
"大阪府",124150,2588666,10926,387,109374,2733,1117
"兵庫県",47489,577343,3508,31,42661,1321,1
"奈良県",9840,194689,794,10,8912,134,0
"和歌山県",3272,47571,248,18,2899,50,75
"鳥取県",1011,104918,293,0,702,3,13
"島根県",827,37500,90,1,735,2,0
"岡山県",9087,189599,599,3,7812,127,549
"広島県",12914,603987,626,5,11961,180,147
"山口県",3496,133190,219,1,3197,80,0
"徳島県",1871,75148,93,1,1715,63,0
"香川県",2638,98044,358,1,2250,32,2
"愛媛県",3231,109777,314,4,2840,77,0
"高知県",2194,67015,97,8,2068,29,0
"福岡県",45505,965986,6229,15,38281,540,455
"佐賀県",3058,68621,262,0,2737,25,34
"長崎県",3832,141201,415,0,3351,69,3
"熊本県",7983,90167,935,8,6927,121,0
"大分県",4009,193414,336,0,3609,64,0
"宮崎県",3537,49021,294,1,3204,27,12
"鹿児島県",4569,124195,532,0,3955,41,41
"沖縄県",29405,298938,4614,92,24452,242,97
