"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",43015,834853,1000,6,40552,1422,41
"青森県",2608,54399,56,0,2521,31,0
"岩手県",1899,91968,84,0,1768,47,0
"宮城県",9651,168759,252,2,9305,91,3
"秋田県",990,16817,41,1,929,20,0
"山形県",2092,69954,26,0,2019,47,0
"福島県",5289,302093,174,4,4953,162,0
"茨城県",11462,34393,482,4,10814,166,0
"栃木県",7586,321278,298,8,7204,84,0
"群馬県",8200,207093,145,1,7967,155,67
"埼玉県",51832,1048444,3795,33,47191,846,0
"千葉県",45287,752268,2515,18,42044,728,0
"東京都",197528,2724519,11881,74,183370,2277,0
"神奈川県",76308,1119795,4182,49,71146,980,0
"新潟県",3724,187556,224,1,3446,54,0
"富山県",2141,78919,78,2,2025,38,0
"石川県",4470,132568,363,1,3982,116,9
"福井県",1445,75827,44,0,1365,36,0
"山梨県",2218,65656,47,0,2150,21,0
"長野県",5127,219477,54,0,5055,94,76
"岐阜県",9634,287919,109,2,9337,188,0
"静岡県",10137,437255,464,2,9519,154,0
"愛知県",52561,891300,898,10,50661,1002,0
"三重県",5562,156553,196,3,5392,113,139
"滋賀県",5768,165430,126,1,5550,92,0
"京都府",17375,302828,416,6,16676,249,34
"大阪府",108897,2387175,3292,147,102019,2717,869
"兵庫県",42316,543044,846,13,40155,1315,0
"奈良県",8737,181075,227,5,8377,133,0
"和歌山県",2795,43500,65,0,2620,49,61
"鳥取県",640,93682,123,1,484,2,31
"島根県",662,32936,98,0,562,2,0
"岡山県",7841,178588,104,1,7518,127,92
"広島県",11801,577995,142,4,11443,179,37
"山口県",3206,128696,36,0,3090,80,0
"徳島県",1734,69792,62,0,1610,63,1
"香川県",2156,91943,33,0,2095,32,4
"愛媛県",2823,102729,51,2,2695,77,0
"高知県",1989,60661,63,3,1897,29,0
"福岡県",37047,891518,940,10,35480,528,99
"佐賀県",2636,61579,59,0,2586,24,33
"長崎県",3321,133273,88,0,3165,69,1
"熊本県",6549,83473,48,0,6380,121,0
"大分県",3561,181233,53,0,3444,64,0
"宮崎県",3139,45086,38,0,3073,27,1
"鹿児島県",3825,115968,73,1,3744,39,31
"沖縄県",22522,274041,1045,33,21238,228,11
