"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",20994,448391,759,16,19443,749,43
"青森県",1031,25134,136,0,875,20,0
"岩手県",621,43843,38,0,553,30,0
"宮城県",5915,89194,1391,10,4493,31,0
"秋田県",283,7580,6,0,271,6,0
"山形県",948,35071,315,1,617,16,0
"福島県",2499,149208,258,11,2130,111,0
"茨城県",6740,26469,322,1,6291,127,0
"栃木県",4638,171640,207,2,4361,70,0
"群馬県",5007,113724,180,3,4728,99,0
"埼玉県",32828,647531,1420,36,30708,700,0
"千葉県",29634,474663,1088,22,27978,568,0
"東京都",120986,1762746,3204,45,116012,1770,0
"神奈川県",48071,695356,843,21,46447,781,0
"新潟県",1461,82296,187,2,1256,18,0
"富山県",938,41749,21,0,888,29,0
"石川県",1911,60344,21,0,1824,64,2
"福井県",589,35659,38,0,526,25,0
"山梨県",968,30877,11,0,938,19,0
"長野県",2796,116474,240,1,2524,41,9
"岐阜県",4953,158928,130,3,4698,125,0
"静岡県",5708,246634,231,2,5359,118,0
"愛知県",27264,463713,650,11,26034,580,0
"三重県",2753,76136,131,2,2632,70,80
"滋賀県",2770,86514,96,5,2619,55,0
"京都府",9460,177218,209,1,9093,169,11
"大阪府",52201,1047093,3178,92,47421,1184,418
"兵庫県",19848,295406,1136,64,18125,587,0
"奈良県",3771,96480,278,3,3438,55,0
"和歌山県",1287,26694,89,4,1156,18,24
"鳥取県",241,47802,25,0,205,2,9
"島根県",287,17590,1,0,286,0,0
"岡山県",2693,78444,76,4,2524,35,58
"広島県",5151,180106,74,1,4964,106,7
"山口県",1418,68811,24,0,1351,43,0
"徳島県",535,32160,71,2,446,18,0
"香川県",836,51035,66,0,754,19,3
"愛媛県",1365,38877,287,0,1054,24,0
"高知県",917,7442,10,2,888,19,0
"福岡県",18985,508894,373,5,18280,332,0
"佐賀県",1189,31922,35,1,1162,13,21
"長崎県",1634,77377,18,0,1577,39,0
"熊本県",3506,58021,25,2,3407,74,0
"大分県",1309,92321,10,1,1277,22,0
"宮崎県",1966,24825,13,0,1924,22,7
"鹿児島県",1830,73230,51,0,1772,28,21
"沖縄県",9482,164199,697,4,8663,128,6
