"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1910,51755,62,1,1742,106,0
"青森県",35,2282,2,0,32,1,0
"岩手県",23,3860,0,0,23,0,0
"宮城県",346,9357,81,1,263,2,0
"秋田県",51,1964,0,0,51,0,0
"山形県",78,5024,2,1,76,1,1
"福島県",218,18238,36,1,180,2,0
"茨城県",622,12026,38,5,568,16,0
"栃木県",376,27064,61,1,313,1,1
"群馬県",629,18736,130,1,480,19,0
"埼玉県",4394,130796,285,6,4011,98,0
"千葉県",3556,73265,314,6,3174,68,0
"東京都",23828,408414,2230,26,21208,390,0
"神奈川県",6255,138519,635,24,5484,136,0
"新潟県",161,14500,17,1,144,0,0
"富山県",409,11364,10,0,374,25,0
"石川県",744,11545,64,0,636,44,0
"福井県",244,9433,18,3,215,9,2
"山梨県",180,10263,7,2,168,5,0
"長野県",299,17873,8,0,296,1,6
"岐阜県",596,21023,34,1,552,10,0
"静岡県",517,31367,22,1,494,1,0
"愛知県",4999,67306,368,16,4554,77,0
"三重県",467,11609,74,1,388,5,0
"滋賀県",476,10980,21,0,448,7,0
"京都府",1659,38110,80,1,1554,25,0
"大阪府",9920,167579,707,30,9014,190,9
"兵庫県",2537,51555,132,11,2349,56,0
"奈良県",551,19076,15,1,527,9,0
"和歌山県",236,8987,2,0,227,4,3
"鳥取県",35,4910,12,0,23,0,0
"島根県",137,5281,0,0,137,0,0
"岡山県",148,7861,1,"-",146,"-",1
"広島県",474,19573,10,0,461,3,0
"山口県",195,8727,23,1,171,1,0
"徳島県",147,6723,28,0,107,9,3
"香川県",93,10008,9,0,82,2,0
"愛媛県",114,3973,0,0,108,6,0
"高知県",137,3366,4,0,129,4,0
"福岡県",4987,46075,293,9,4629,90,25
"佐賀県",244,5639,1,0,243,0,0
"長崎県",236,16972,6,0,227,3,0,"G48の関数（"
"熊本県",571,15959,25,0,537,8,1
"大分県",158,15282,5,0,151,2,0
"宮崎県",344,8455,4,0,340,1,1
"鹿児島県",376,17562,10,1,376,12,22
"沖縄県",2322,35020,142,9,2139,45,4
