"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",50319,919563,3858,19,45032,1433,4
"青森県",3247,62277,404,0,2811,32,0
"岩手県",2497,99867,360,1,2089,48,0
"宮城県",11880,186856,1336,12,10319,93,132
"秋田県",1222,18967,141,2,1060,21,0
"山形県",2609,77032,277,5,2285,47,0
"福島県",7455,340501,1060,16,6231,164,0
"茨城県",16647,36486,2070,28,14401,176,0
"栃木県",10581,369433,1565,19,8920,96,0
"群馬県",11335,234786,1629,21,9550,156,0
"埼玉県",79377,1193888,21973,125,56540,864,0
"千葉県",65560,861896,10557,94,54244,759,0
"東京都",286471,3043648,38867,276,245256,2348,0
"神奈川県",115178,1302614,15142,212,99010,1026,0
"新潟県",5287,216207,772,7,4461,54,0
"富山県",3114,90372,609,10,2467,38,0
"石川県",6375,151761,743,9,5500,120,12
"福井県",2065,88489,209,2,1820,36,0
"山梨県",3332,80996,533,2,2782,23,6
"長野県",6380,247777,640,3,5659,94,13
"岐阜県",11350,315743,1144,2,10015,191,0
"静岡県",14615,493559,3098,20,11358,159,0
"愛知県",60834,975976,5468,28,54348,1018,0
"三重県",7394,170386,1307,13,6145,117,175
"滋賀県",7908,185479,1409,4,6404,95,0
"京都府",23325,336408,3827,84,18829,249,420
"大阪府",135267,2683382,14438,450,116627,2747,1455
"兵庫県",51277,596185,4325,43,45627,1326,1
"奈良県",10695,201790,1082,12,9479,134,0
"和歌山県",3584,49507,296,11,3157,50,81
"鳥取県",1142,110078,270,1,856,3,13
"島根県",968,38671,141,1,825,2,0
"岡山県",10280,197807,863,7,8233,127,1057
"広島県",13922,646233,928,10,12568,180,246
"山口県",3890,136504,405,2,3405,80,0
"徳島県",1997,78144,146,1,1788,63,0
"香川県",3125,102275,582,7,2510,34,1
"愛媛県",3736,115997,595,5,3064,77,0
"高知県",2375,68954,193,5,2151,31,0
"福岡県",51200,1004882,7965,28,41969,552,714
"佐賀県",3674,73259,519,0,2881,27,247
"長崎県",4273,146196,592,1,3617,69,5
"熊本県",9331,94512,1395,8,7815,121,0
"大分県",4660,202381,750,1,3846,64,0
"宮崎県",3932,52244,485,0,3407,27,13
"鹿児島県",5689,131321,1141,2,4303,42,203
"沖縄県",33932,313751,5590,107,27945,247,150
