"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",47773,893930,3050,17,43292,1429,2
"青森県",2986,59870,278,0,2676,32,0
"岩手県",2245,97531,226,0,1972,47,0
"宮城県",10847,180406,858,9,9829,91,69
"秋田県",1117,18354,91,3,1005,21,0
"山形県",2436,74730,271,4,2118,47,0
"福島県",6710,329309,873,15,5675,162,0
"茨城県",14964,35770,1910,27,12882,172,0
"栃木県",9676,361805,1428,16,8156,92,0
"群馬県",10166,226678,1234,18,8777,155,0
"埼玉県",69676,1153964,16825,100,51994,857,0
"千葉県",59179,835126,8369,61,50071,739,0
"東京都",258981,2955879,35689,197,220973,2319,0
"神奈川県",102057,1255034,13405,182,87638,1014,0
"新潟県",4755,207755,673,5,4028,54,0
"富山県",2695,87089,409,8,2248,38,0
"石川県",5911,142641,763,12,5020,119,9
"福井県",1917,86426,264,1,1617,36,0
"山梨県",2937,76621,457,1,2461,21,2
"長野県",5843,239434,441,0,5365,94,57
"岐阜県",10386,306346,530,4,9667,189,0
"静岡県",12755,477977,1913,8,10685,157,0
"愛知県",57107,954866,3372,16,52722,1013,0
"三重県",6511,164729,756,10,5802,114,161
"滋賀県",7000,178322,926,4,5980,94,0
"京都府",20970,325379,2425,78,17955,249,341
"大阪府",125640,2595841,11138,400,110578,2735,1189
"兵庫県",47716,579887,3306,37,43089,1322,1
"奈良県",9982,195907,847,12,9001,134,0
"和歌山県",3308,47718,239,16,2943,50,76
"鳥取県",1034,105331,302,0,716,3,13
"島根県",839,37500,100,1,737,2,0
"岡山県",9223,189599,599,3,7812,127,685
"広島県",12972,621567,635,4,12033,180,124
"山口県",3543,136504,240,1,3223,80,0
"徳島県",1876,75624,87,1,1726,63,0
"香川県",2703,98654,402,2,2271,32,2
"愛媛県",3316,110005,382,5,2857,77,0
"高知県",2214,67043,100,8,2085,29,0
"福岡県",46242,972378,6492,16,38473,544,733
"佐賀県",3131,69448,267,0,2769,26,69
"長崎県",3887,141989,409,1,3412,69,3
"熊本県",8164,90524,922,7,7121,121,0
"大分県",4070,195214,377,0,3629,64,0
"宮崎県",3581,49324,309,1,3233,27,12
"鹿児島県",4677,125042,583,0,3986,41,67
"沖縄県",30043,302154,4784,93,24967,242,50
