"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",6918,125579,2143,19,4629,146,0
"青森県",280,6349,19,2,255,6,0
"岩手県",137,7787,96,1,41,0,0
"宮城県",1091,17468,195,8,887,9,0
"秋田県",74,3155,6,1,68,0,0
"山形県",109,7233,20,0,89,1,1
"福島県",476,37642,60,4,410,6,0
"茨城県",1252,15503,317,6,916,19,0
"栃木県",572,51105,72,5,500,2,2
"群馬県",1045,34203,99,1,925,21,0
"埼玉県",7614,217782,1081,17,6402,131,0
"千葉県",6388,155169,829,9,5473,86,0
"東京都",37708,707444,3846,40,33383,479,0
"神奈川県",11344,234414,1207,44,9953,184,0
"新潟県",300,20993,89,1,211,0,0
"富山県",445,16124,20,0,399,26,0
"石川県",835,20694,8,0,778,49,0
"福井県",302,13555,31,0,260,11,0
"山梨県",298,12801,50,2,241,7,0
"長野県",606,27741,169,0,436,6,5
"岐阜県",918,31414,130,0,775,13,0
"静岡県",1111,51416,339,3,768,4,0
"愛知県",8675,124749,1505,18,7065,105,0
"三重県",721,18271,119,5,595,7,0
"滋賀県",735,25071,91,0,635,9,0
"京都府",2409,60062,214,3,2160,35,0
"大阪府",17649,294716,2972,91,14381,277,19
"兵庫県",4638,84801,679,27,3880,79,0
"奈良県",989,29663,200,4,778,11,0
"和歌山県",384,12288,68,4,306,4,6
"鳥取県",53,15395,7,0,46,0,0
"島根県",142,6498,1,0,141,0,0
"岡山県",498,17220,109,3,310,11,68
"広島県",741,31670,51,0,685,6,1
"山口県",352,13795,116,2,230,2,4
"徳島県",179,7742,8,2,161,9,1
"香川県",131,15828,23,0,106,2,0
"愛媛県",208,5350,91,2,111,6,0
"高知県",146,3718,2,0,140,4,0
"福岡県",5543,189891,187,3,5250,106,0
"佐賀県",293,8850,17,0,277,1,2
"長崎県",254,25747,13,0,243,3,5,"G48の関数（=O47=★当日データ★!E49）"
"熊本県",967,22960,75,2,861,12,19
"大分県",219,25001,55,0,161,3,0
"宮崎県",428,8918,56,0,372,1,1
"鹿児島県",592,25683,48,0,537,13,6
"沖縄県",3999,67432,345,2,3591,68,5
